date,time,ticket_id,product_name,quantity,unit_price_cny
2021-01-02,10:47,1026274,lemonade,3,12.0
2021-01-02,10:49,150077,croissant,2,10.0
2021-01-02,10:49,150077,croissant_chocolate,2,12.0
2021-01-02,10:51,150079,baguette,1,9.0
2021-01-02,10:53,150080,croissant,3,10.0
2021-01-02,10:55,150084,croissant,4,10.0
2021-01-02,10:55,150084,croissant_chocolate,4,12.0
2021-01-02,10:55,150084,cookie,1,9.0
2021-01-02,10:56,1008173,cream_horn,1,13.0
2021-01-02,10:57,150086,croissant,2,10.0
2021-01-02,10:57,150086,croissant_chocolate,1,12.0
2021-01-02,10:57,1026258,flat_white,2,20.0
2021-01-02,10:58,150087,baguette,2,9.0
2021-01-02,10:58,1011328,bread_roll,4,6.5
2021-01-02,11:03,1018500,sourdough,2,22.0
2021-01-02,11:06,150089,baguette,1,9.0
2021-01-02,11:06,1057531,melon_bread,1,9.0
2021-01-02,11:08,150090,croissant,1,10.0
2021-01-02,11:08,150090,croissant_chocolate,1,12.0
2021-01-02,11:13,150091,brioche,1,16.0
2021-01-02,11:14,150092,croissant,6,10.0
2021-01-02,11:14,150092,baguette,2,9.0
2021-01-02,11:16,150095,croissant,2,10.0
2021-01-02,11:16,150095,croissant_chocolate,4,12.0
2021-01-02,11:17,150096,croissant,1,10.0
2021-01-02,11:19,150098,croissant,1,10.0
2021-01-02,11:19,150098,croissant_chocolate,1,12.0
2021-01-02,11:22,150101,croissant,3,10.0
2021-01-02,11:22,150102,baguette,1,9.0
2021-01-02,11:22,150101,croissant_chocolate,1,12.0
2021-01-02,11:24,150104,cookie,4,9.0
2021-01-02,11:29,150107,baguette,2,9.0
2021-01-02,11:34,150112,baguette,2,9.0
2021-01-02,11:35,1057535,mantequilla,1,8.0
2021-01-02,11:42,1026270,earl_grey,1,10.0
2021-01-02,11:45,150116,baguette,4,9.0
2021-01-02,11:46,150117,baguette,1,9.0
2021-01-02,11:47,1026273,english_breakfast,1,10.0
2021-01-02,11:48,150119,croissant,2,10.0
2021-01-02,11:51,150124,baguette,1,9.0
2021-01-02,11:54,150128,baguette,1,9.0
2021-01-02,12:00,1014728,chocopie,2,12.0
2021-01-02,12:01,150132,croissant_chocolate,4,12.0
2021-01-02,12:03,1020467,flatbread,1,7.0
2021-01-02,12:12,150141,baguette,1,9.0
2021-01-02,12:13,150142,baguette,1,9.0
2021-01-02,12:13,1057532,chiffon,1,18.0
2021-01-02,12:20,150148,baguette,2,9.0
2021-01-02,12:21,150150,baguette,1,9.0
2021-01-02,12:21,150151,baguette,4,9.0
2021-01-02,12:22,150152,baguette,2,9.0
2021-01-02,12:23,150155,baguette,1,9.0
2021-01-02,12:25,150158,baguette,2,9.0
2021-01-02,12:25,150157,croissant_chocolate,1,12.0
2021-01-02,12:25,150158,croissant_chocolate,2,12.0
2021-01-02,12:34,150164,baguette,1,9.0
2021-01-02,12:36,150165,cookie,2,9.0
2021-01-02,12:42,150175,cookie,1,9.0
2021-01-02,12:45,150181,baguette,1,9.0
2021-01-02,12:54,150189,croissant,3,10.0
2021-01-02,12:54,150189,croissant_chocolate,3,12.0
2021-01-02,12:55,150190,baguette,2,9.0
2021-01-02,12:55,150191,baguette,1,9.0
2021-01-02,12:58,150194,baguette,1,9.0
2021-01-02,13:00,150197,baguette,2,9.0
2021-01-02,13:01,150198,baguette,2,9.0
2021-01-02,13:04,1026250,cappuccino,4,18.0
2021-01-02,13:18,1017515,pandesal,1,5.0
2021-01-02,13:22,1026254,mocha,2,22.0
2021-01-02,13:40,150219,croissant,1,10.0
2021-01-02,13:40,150219,croissant_chocolate,3,12.0
2021-01-02,13:54,1057536,tostada,1,8.0
2021-01-02,14:10,1026252,mocha,1,22.0
2021-01-02,14:17,1057527,macaron,1,15.0
2021-01-02,14:18,1026268,chai_latte,3,16.0
2021-01-02,14:19,1026248,americano,1,15.0
2021-01-02,14:22,1057529,chocolate_cake,1,22.0
2021-01-02,14:29,1018499,sourdough,1,22.0
2021-01-02,14:29,1026263,matcha_latte,4,18.0
2021-01-02,14:34,1057526,brownie,1,16.0
2021-01-02,14:45,1026271,earl_grey,1,10.0
2021-01-02,15:20,1057533,soboru_bread,1,11.0
2021-01-02,15:26,1026246,latte,3,18.0
2021-01-02,15:51,1026251,cappuccino,2,18.0
2021-01-02,16:01,1057525,brioche,1,16.0
2021-01-02,16:20,1015809,stickbread,2,6.0
2021-01-02,16:56,1057528,apple_pie,2,14.0
2021-01-02,17:10,1026262,matcha_latte,1,18.0
2021-01-02,17:17,1026265,milk_tea,1,14.0
2021-01-02,17:22,1010492,bread_coconut,1,9.0
2021-01-02,18:01,1004607,donut,18,8.0
2021-01-02,18:25,1026261,hot_chocolate,3,15.0
2021-01-02,18:30,1026266,milk_tea,2,14.0
2021-01-02,18:56,1026272,english_breakfast,1,10.0
2021-01-02,19:30,1026267,chai_latte,1,16.0
2021-01-02,19:46,1026260,cold_brew,3,18.0
2021-01-03,07:08,1008178,cream_horn,2,13.0
2021-01-03,07:23,1004611,donut,21,8.0
2021-01-03,07:25,1026284,espresso,1,12.0
2021-01-03,07:28,1026282,mocha,1,22.0
2021-01-03,07:46,1026287,caramel_macchiato,1,22.0
2021-01-03,07:55,1026281,mocha,1,22.0
2021-01-03,07:58,1026279,cappuccino,3,18.0
2021-01-03,08:05,1057550,muffin,2,12.0
2021-01-03,08:21,1026283,mocha,2,22.0
2021-01-03,08:38,1057548,flatbread,1,7.0
2021-01-03,08:46,1026288,caramel_macchiato,2,22.0
2021-01-03,08:48,150227,croissant_chocolate,2,12.0
2021-01-03,08:52,1026285,espresso,4,12.0
2021-01-03,08:53,1011330,bread_roll,1,6.5
2021-01-03,08:57,1026276,latte,3,18.0
2021-01-03,08:59,1057547,cornbread,1,7.0
2021-01-03,09:04,1057553,bagel,1,10.0
2021-01-03,09:17,150230,brioche,1,16.0
2021-01-03,09:18,150231,croissant,2,10.0
2021-01-03,09:18,150231,croissant_chocolate,10,12.0
2021-01-03,09:19,150232,baguette,1,9.0
2021-01-03,09:19,150232,croissant_chocolate,3,12.0
2021-01-03,09:20,1057545,chocopie,2,12.0
2021-01-03,09:28,1018503,sourdough,1,22.0
2021-01-03,09:29,150235,croissant_chocolate,1,12.0
2021-01-03,09:29,150235,cookie,1,9.0
2021-01-03,09:33,150236,croissant,2,10.0
2021-01-03,09:33,150237,croissant,2,10.0
2021-01-03,09:33,150236,croissant_chocolate,2,12.0
2021-01-03,09:33,150236,cookie,1,9.0
2021-01-03,09:37,150239,croissant,4,10.0
2021-01-03,09:37,150239,croissant_chocolate,4,12.0
2021-01-03,09:38,150240,croissant,2,10.0
2021-01-03,09:38,150240,croissant_chocolate,2,12.0
2021-01-03,09:42,150243,baguette,3,9.0
2021-01-03,09:42,1008177,cream_horn,3,13.0
2021-01-03,09:50,150244,apple_pie,2,14.0
2021-01-03,09:51,150245,croissant,1,10.0
2021-01-03,09:51,150245,croissant_chocolate,2,12.0
2021-01-03,09:58,150248,croissant,2,10.0
2021-01-03,09:58,150248,baguette,1,9.0
2021-01-03,10:04,150250,croissant,1,10.0
2021-01-03,10:04,150250,croissant_chocolate,1,12.0
2021-01-03,10:24,150252,croissant,6,10.0
2021-01-03,10:24,1004612,donut,1,8.0
2021-01-03,10:24,1026290,hot_chocolate,1,15.0
2021-01-03,10:27,150256,brioche,1,16.0
2021-01-03,10:30,1004613,donut,2,8.0
2021-01-03,10:31,150258,croissant,2,10.0
2021-01-03,10:31,150259,baguette,1,9.0
2021-01-03,10:31,150258,croissant_chocolate,2,12.0
2021-01-03,10:38,150262,croissant,4,10.0
2021-01-03,10:38,150262,baguette,1,9.0
2021-01-03,10:38,150261,croissant_chocolate,2,12.0
2021-01-03,10:38,150262,croissant_chocolate,4,12.0
2021-01-03,10:38,150261,apple_pie,1,14.0
2021-01-03,10:38,1057539,chocolate_cake,1,22.0
2021-01-03,10:40,150263,croissant,3,10.0
2021-01-03,10:40,150263,baguette,1,9.0
2021-01-03,10:41,150264,baguette,1,9.0
2021-01-03,10:41,150265,baguette,-1,9.0
2021-01-03,10:41,150266,baguette,1,9.0
2021-01-03,10:43,1057540,eggtart,1,8.0
2021-01-03,10:45,150271,baguette,2,9.0
2021-01-03,10:52,150274,brioche,1,16.0
2021-01-03,10:53,150276,baguette,1,9.0
2021-01-03,10:56,150278,croissant,4,10.0
2021-01-03,10:56,150279,baguette,1,9.0
2021-01-03,10:56,150278,croissant_chocolate,4,12.0
2021-01-03,11:07,150285,croissant,3,10.0
2021-01-03,11:07,1022780,pancake,8,13.0
2021-01-03,11:09,150287,baguette,1,9.0
2021-01-03,11:14,150289,baguette,1,9.0
2021-01-03,11:15,150290,croissant,1,10.0
2021-01-03,11:19,150294,croissant,1,10.0
2021-01-03,11:26,150300,croissant_chocolate,4,12.0
2021-01-03,11:30,150305,croissant,4,10.0
2021-01-03,11:30,150305,croissant_chocolate,2,12.0
2021-01-03,11:31,150306,croissant,2,10.0
2021-01-03,11:36,150310,baguette,1,9.0
2021-01-03,11:37,150312,baguette,1,9.0
2021-01-03,11:39,150314,croissant,4,10.0
2021-01-03,11:40,150316,croissant,2,10.0
2021-01-03,11:45,150323,croissant,4,10.0
2021-01-03,11:45,150323,baguette,1,9.0
2021-01-03,11:47,150328,baguette,1,9.0
2021-01-03,12:02,150341,baguette,1,9.0
2021-01-03,12:16,1026301,english_breakfast,2,10.0
2021-01-03,12:25,150370,baguette,1,9.0
2021-01-03,12:26,150371,baguette,1,9.0
2021-01-03,12:27,1026298,earl_grey,1,10.0
2021-01-03,12:29,1057546,stickbread,2,6.0
2021-01-03,12:31,150377,baguette,2,9.0
2021-01-03,12:32,1022781,pancake,3,13.0
2021-01-03,12:34,150381,croissant,2,10.0
2021-01-03,12:34,150381,baguette,2,9.0
2021-01-03,12:52,1057537,brownie,1,16.0
2021-01-03,12:54,1026289,cold_brew,4,18.0
2021-01-03,12:55,150408,baguette,1,9.0
2021-01-03,12:55,150408,apple_pie,1,14.0
2021-01-03,12:56,150409,baguette,1,9.0
2021-01-03,13:06,150418,baguette,2,9.0
2021-01-03,13:13,150422,baguette,1,9.0
2021-01-03,13:17,1026280,cappuccino,4,18.0
2021-01-03,13:26,1057538,macaron,1,15.0
2021-01-03,13:27,150434,baguette,1,9.0
2021-01-03,13:32,1018502,sourdough,1,22.0
2021-01-03,13:35,150440,croissant,1,10.0
2021-01-03,13:37,1026299,earl_grey,2,10.0
2021-01-03,13:42,150441,baguette,3,9.0
2021-01-03,13:46,1026278,americano,8,15.0
2021-01-03,13:59,1057542,pizza_bread,1,14.0
2021-01-03,14:01,1026286,flat_white,3,20.0
2021-01-03,14:04,1011329,bread_roll,1,6.5
2021-01-03,14:30,1057551,pullman,1,10.0
2021-01-03,14:33,1026294,milk_tea,1,14.0
2021-01-03,14:38,1057544,soboru_bread,1,11.0
2021-01-03,14:38,1026293,milk_tea,1,14.0
2021-01-03,14:46,1026275,latte,8,18.0
2021-01-03,14:54,1057541,melon_bread,1,9.0
2021-01-03,15:02,1011331,bread_roll,2,6.5
2021-01-03,15:02,1015810,stickbread,2,6.0
2021-01-03,15:13,1026297,chai_latte,1,16.0
2021-01-03,15:42,1026295,milk_tea,1,14.0
2021-01-03,15:44,1026277,americano,2,15.0
2021-01-03,15:51,1010493,bread_coconut,1,9.0
2021-01-03,15:57,1057549,mantequilla,1,8.0
2021-01-03,16:02,1026300,english_breakfast,1,10.0
2021-01-03,16:08,1018501,sourdough,1,22.0
2021-01-03,16:12,1026292,matcha_latte,4,18.0
2021-01-03,16:16,1057543,chiffon,1,18.0
2021-01-03,16:44,1057552,tostada,1,8.0
2021-01-03,17:31,1026296,chai_latte,1,16.0
2021-01-03,17:33,1017516,pandesal,1,5.0
2021-01-03,18:01,1008176,cream_horn,5,13.0
2021-01-03,18:27,1026302,lemonade,3,12.0
2021-01-03,18:45,1026291,hot_chocolate,3,15.0
2021-01-04,07:02,1011334,bread_roll,1,6.5
2021-01-04,07:11,1008179,cream_horn,2,13.0
2021-01-04,07:34,1057560,pizza_bread,1,14.0
2021-01-04,07:57,1057563,stickbread,2,6.0
2021-01-04,08:06,1026320,hot_chocolate,4,15.0
2021-01-04,08:07,1026306,americano,1,15.0
2021-01-04,08:20,1017517,pandesal,1,5.0
2021-01-04,08:25,1026310,mocha,2,22.0
2021-01-04,08:30,1026313,espresso,2,12.0
2021-01-04,08:33,1026322,matcha_latte,2,18.0
2021-01-04,08:37,1022782,pancake,1,13.0
2021-01-04,08:39,150449,croissant_chocolate,1,12.0
2021-01-04,08:43,1026312,espresso,1,12.0
2021-01-04,08:47,1026303,latte,2,18.0
2021-01-04,08:52,1026311,mocha,2,22.0
2021-01-04,08:52,1026329,english_breakfast,1,10.0
2021-01-04,08:59,150451,baguette,1,9.0
2021-01-04,09:12,1026309,mocha,1,22.0
2021-01-04,09:13,1057562,chocopie,1,12.0
2021-01-04,09:15,150453,croissant,2,10.0
2021-01-04,09:15,150453,baguette,1,9.0
2021-01-04,09:24,1057567,tostada,1,8.0
2021-01-04,09:26,1026307,americano,8,15.0
2021-01-04,09:27,1026308,cappuccino,5,18.0
2021-01-04,09:46,150459,croissant_chocolate,2,12.0
2021-01-04,09:49,150460,croissant,3,10.0
2021-01-04,09:53,150461,baguette,1,9.0
2021-01-04,09:56,1026315,flat_white,1,20.0
2021-01-04,09:58,150463,croissant,8,10.0
2021-01-04,09:58,150463,croissant_chocolate,8,12.0
2021-01-04,09:59,150464,baguette,1,9.0
2021-01-04,10:03,1057557,apple_pie,1,14.0
2021-01-04,10:06,150468,croissant,3,10.0
2021-01-04,10:06,150468,baguette,1,9.0
2021-01-04,10:06,150468,croissant_chocolate,3,12.0
2021-01-04,10:29,1057564,cornbread,1,7.0
2021-01-04,10:33,1026323,milk_tea,1,14.0
2021-01-04,10:37,150474,baguette,1,9.0
2021-01-04,10:39,1057556,macaron,1,15.0
2021-01-04,10:39,1057568,bagel,1,10.0
2021-01-04,10:41,150475,baguette,1,9.0
2021-01-04,10:51,1022784,pancake,1,13.0
2021-01-04,10:54,1057565,flatbread,1,7.0
2021-01-04,11:28,1057554,cookie,1,9.0
2021-01-04,11:30,150490,baguette,1,9.0
2021-01-04,11:32,1026331,english_breakfast,1,10.0
2021-01-04,11:50,150501,baguette,1,9.0
2021-01-04,11:56,150504,cookie,2,9.0
2021-01-04,12:00,150506,baguette,4,9.0
2021-01-04,12:06,1026318,cold_brew,2,18.0
2021-01-04,12:07,150508,baguette,1,9.0
2021-01-04,12:09,150510,baguette,5,9.0
2021-01-04,12:11,1057566,pancake,2,13.0
2021-01-04,12:22,1004614,donut,4,8.0
2021-01-04,12:38,150526,baguette,1,9.0
2021-01-04,12:40,150527,baguette,1,9.0
2021-01-04,12:44,150530,baguette,1,9.0
2021-01-04,12:46,1018504,sourdough,1,22.0
2021-01-04,12:47,150531,croissant,1,10.0
2021-01-04,12:47,150531,baguette,1,9.0
2021-01-04,12:47,150531,croissant_chocolate,1,12.0
2021-01-04,12:53,1057555,brownie,1,16.0
2021-01-04,12:53,1057559,bread_coconut,1,9.0
2021-01-04,12:53,1026324,milk_tea,1,14.0
2021-01-04,12:59,150534,baguette,1,9.0
2021-01-04,13:32,1026317,caramel_macchiato,2,22.0
2021-01-04,13:47,1026326,chai_latte,3,16.0
2021-01-04,13:48,150557,baguette,1,9.0
2021-01-04,13:54,1026325,milk_tea,2,14.0
2021-01-04,13:54,1026332,lemonade,3,12.0
2021-01-04,14:07,1026304,latte,2,18.0
2021-01-04,14:21,1011332,bread_roll,1,6.5
2021-01-04,14:37,1022783,pancake,1,13.0
2021-01-04,14:59,1026321,matcha_latte,4,18.0
2021-01-04,15:27,1057558,eggtart,1,8.0
2021-01-04,15:28,1026314,espresso,2,12.0
2021-01-04,15:49,1021179,muffin,1,12.0
2021-01-04,15:57,1026316,flat_white,1,20.0
2021-01-04,16:08,1057561,chiffon,1,18.0
2021-01-04,16:48,1026305,latte,5,18.0
2021-01-04,17:31,150564,baguette,2,9.0
2021-01-04,17:42,1026330,english_breakfast,1,10.0
2021-01-04,17:44,150569,baguette,1,9.0
2021-01-04,18:00,150572,croissant_chocolate,2,12.0
2021-01-04,18:06,150573,brioche,1,16.0
2021-01-04,18:34,1011333,bread_roll,1,6.5
2021-01-04,19:20,1026328,earl_grey,1,10.0
2021-01-04,19:28,1026319,cold_brew,3,18.0
2021-01-04,19:36,1026327,earl_grey,1,10.0
2021-01-04,19:43,150594,baguette,2,9.0
2021-01-05,07:02,1026349,caramel_macchiato,2,22.0
2021-01-05,07:22,1017518,pandesal,1,5.0
2021-01-05,07:30,1026336,americano,2,15.0
2021-01-05,07:51,1026333,latte,8,18.0
2021-01-05,08:19,1018505,sourdough,1,22.0
2021-01-05,08:22,1026335,americano,2,15.0
2021-01-05,08:50,150598,croissant,2,10.0
2021-01-05,08:50,150598,baguette,1,9.0
2021-01-05,08:53,1026343,espresso,1,12.0
2021-01-05,08:56,150599,croissant,2,10.0
2021-01-05,08:56,150599,baguette,2,9.0
2021-01-05,09:01,150601,croissant,1,10.0
2021-01-05,09:01,150601,croissant_chocolate,1,12.0
2021-01-05,09:01,150602,cookie,1,9.0
2021-01-05,09:09,150603,baguette,1,9.0
2021-01-05,09:13,1011336,bread_roll,1,6.5
2021-01-05,09:15,1011335,bread_roll,1,6.5
2021-01-05,09:24,1057577,flatbread,1,7.0
2021-01-05,09:29,1026347,flat_white,1,20.0
2021-01-05,09:37,150607,croissant,1,10.0
2021-01-05,09:37,150607,croissant_chocolate,1,12.0
2021-01-05,09:50,1021180,muffin,3,12.0
2021-01-05,09:56,150610,croissant,2,10.0
2021-01-05,09:56,1026346,flat_white,1,20.0
2021-01-05,09:58,1026358,earl_grey,2,10.0
2021-01-05,10:03,1015812,stickbread,1,6.0
2021-01-05,10:19,150617,baguette,1,9.0
2021-01-05,10:26,150618,croissant,1,10.0
2021-01-05,10:27,1026339,cappuccino,3,18.0
2021-01-05,10:27,1026348,caramel_macchiato,1,22.0
2021-01-05,10:38,150621,baguette,2,9.0
2021-01-05,10:46,150624,baguette,1,9.0
2021-01-05,10:59,1026354,matcha_latte,2,18.0
2021-01-05,11:06,150629,baguette,3,9.0
2021-01-05,11:12,150633,baguette,1,9.0
2021-01-05,11:15,1057571,apple_pie,1,14.0
2021-01-05,11:23,150638,croissant,1,10.0
2021-01-05,11:23,150638,croissant_chocolate,1,12.0
2021-01-05,11:26,1013211,pizza_bread,1,14.0
2021-01-05,11:36,150643,baguette,1,9.0
2021-01-05,11:41,150644,baguette,2,9.0
2021-01-05,11:45,1026356,milk_tea,4,14.0
2021-01-05,11:46,150648,baguette,2,9.0
2021-01-05,11:47,150650,baguette,1,9.0
2021-01-05,11:55,1014730,chocopie,1,12.0
2021-01-05,11:56,150654,baguette,1,9.0
2021-01-05,12:00,1057575,soboru_bread,1,11.0
2021-01-05,12:02,150655,baguette,1,9.0
2021-01-05,12:05,1057580,bagel,1,10.0
2021-01-05,12:12,150660,baguette,1,9.0
2021-01-05,12:14,150661,croissant_chocolate,1,12.0
2021-01-05,12:14,150661,cookie,5,9.0
2021-01-05,12:23,1014729,chocopie,1,12.0
2021-01-05,12:30,150674,baguette,3,9.0
2021-01-05,12:41,150677,baguette,2,9.0
2021-01-05,12:48,150681,brioche,1,16.0
2021-01-05,12:51,1026357,chai_latte,2,16.0
2021-01-05,13:03,150687,baguette,1,9.0
2021-01-05,13:05,1026334,americano,7,15.0
2021-01-05,13:10,150693,croissant,2,10.0
2021-01-05,13:10,1026342,mocha,4,22.0
2021-01-05,13:11,1026344,espresso,3,12.0
2021-01-05,13:14,1004615,donut,1,8.0
2021-01-05,13:18,1057574,melon_bread,1,9.0
2021-01-05,13:19,1004617,donut,1,8.0
2021-01-05,13:22,1057576,cornbread,1,7.0
2021-01-05,13:34,1026360,lemonade,2,12.0
2021-01-05,13:37,1026350,cold_brew,5,18.0
2021-01-05,13:42,1015811,stickbread,1,6.0
2021-01-05,13:48,1026355,matcha_latte,2,18.0
2021-01-05,13:49,1026337,cappuccino,1,18.0
2021-01-05,14:05,150713,brioche,1,16.0
2021-01-05,14:10,1008180,cream_horn,2,13.0
2021-01-05,14:29,1057572,chocolate_cake,1,22.0
2021-01-05,14:56,1004618,donut,1,8.0
2021-01-05,15:04,1022785,pancake,2,13.0
2021-01-05,15:04,1026359,english_breakfast,3,10.0
2021-01-05,15:11,1026345,flat_white,1,20.0
2021-01-05,15:22,1057570,macaron,1,15.0
2021-01-05,15:27,1057573,bread_coconut,1,9.0
2021-01-05,15:29,1057579,pullman,1,10.0
2021-01-05,16:02,1004616,donut,1,8.0
2021-01-05,16:13,1026341,mocha,1,22.0
2021-01-05,16:32,1057578,mantequilla,1,8.0
2021-01-05,16:41,1057569,brownie,1,16.0
2021-01-05,16:47,1026340,mocha,1,22.0
2021-01-05,16:48,1026338,cappuccino,2,18.0
2021-01-05,17:45,150719,croissant_chocolate,1,12.0
2021-01-05,18:02,150726,croissant_chocolate,1,12.0
2021-01-05,18:09,1026352,hot_chocolate,2,15.0
2021-01-05,19:10,1026351,hot_chocolate,1,15.0
2021-01-05,19:36,150749,baguette,1,9.0
2021-01-05,19:41,150750,baguette,1,9.0
2021-01-05,19:47,1026353,matcha_latte,1,18.0
2021-01-06,07:38,1057584,cookie,1,9.0
2021-01-06,07:38,1057590,eggtart,1,8.0
2021-01-06,07:38,1026370,espresso,1,12.0
2021-01-06,07:48,1057604,tostada,1,8.0
2021-01-06,07:49,1026364,americano,12,15.0
2021-01-06,07:53,1057602,muffin,2,12.0
2021-01-06,07:56,1057603,pancake,2,13.0
2021-01-06,07:57,1026368,mocha,2,22.0
2021-01-06,08:06,1026372,flat_white,2,20.0
2021-01-06,08:12,1057597,chocopie,1,12.0
2021-01-06,08:31,1026384,english_breakfast,1,10.0
2021-01-06,08:32,1026366,mocha,3,22.0
2021-01-06,08:51,1026387,lemonade,1,12.0
2021-01-06,09:02,1057581,croissant,1,10.0
2021-01-06,09:17,1057588,chocolate_cake,1,22.0
2021-01-06,09:23,1026369,espresso,1,12.0
2021-01-06,09:24,1026361,latte,2,18.0
2021-01-06,10:00,1026367,mocha,1,22.0
2021-01-06,10:21,1057599,pandesal,1,5.0
2021-01-06,10:36,1057586,brownie,1,16.0
2021-01-06,10:38,1026373,caramel_macchiato,1,22.0
2021-01-06,10:40,1057592,bread_coconut,1,9.0
2021-01-06,10:56,1026365,cappuccino,7,18.0
2021-01-06,11:01,1057582,baguette,1,9.0
2021-01-06,11:32,1057587,apple_pie,1,14.0
2021-01-06,11:34,1057589,donut,2,8.0
2021-01-06,11:45,1026381,chai_latte,1,16.0
2021-01-06,12:24,1026376,cold_brew,2,18.0
2021-01-06,12:56,1057601,flatbread,1,7.0
2021-01-06,13:26,1026385,english_breakfast,1,10.0
