date,product,sales,day_of_week,is_weekend,day_of_month,month,is_public_holiday,is_ramadan,temperature,rainfall,humidity,is_rainy,weather_sunny,weather_cloudy,weather_rainy,weather_storm,lag_1,lag_7,rolling_7d_mean
2025-06-19,bread_roll,21,3,0,19,6,0,0,28.4,2.6,78.8,0,1,0,0,0,27.0,22.0,35.42857142857143
2025-06-19,croissant_chocolate,22,3,0,19,6,0,0,28.4,2.6,78.8,0,1,0,0,0,20.0,22.0,26.428571428571427
2025-06-20,croissant,68,4,0,20,6,0,0,28.8,5.9,69.9,1,0,1,0,0,43.0,52.0,45.0
2025-06-20,donut,52,4,0,20,6,0,0,28.8,5.9,69.9,1,0,1,0,0,42.0,44.0,38.857142857142854
2025-06-20,chiffon,31,4,0,20,6,0,0,28.8,5.9,69.9,1,0,1,0,0,16.0,25.0,21.142857142857142
2025-06-20,bread_coconut,40,4,0,20,6,0,0,28.8,5.9,69.9,1,0,1,0,0,24.0,30.0,22.714285714285715
2025-06-20,bread_roll,63,4,0,20,6,0,0,28.8,5.9,69.9,1,0,1,0,0,21.0,42.0,35.285714285714285
2025-06-20,croissant_chocolate,53,4,0,20,6,0,0,28.8,5.9,69.9,1,0,1,0,0,22.0,31.0,26.428571428571427
2025-06-21,croissant,77,5,1,21,6,0,0,28.4,1.7,71.6,0,1,0,0,0,68.0,69.0,47.285714285714285
2025-06-21,donut,45,5,1,21,6,0,0,28.4,1.7,71.6,0,1,0,0,0,52.0,74.0,40.0
2025-06-21,chiffon,27,5,1,21,6,0,0,28.4,1.7,71.6,0,1,0,0,0,31.0,32.0,22.0
2025-06-21,bread_coconut,38,5,1,21,6,0,0,28.4,1.7,71.6,0,1,0,0,0,40.0,38.0,24.142857142857142
2025-06-21,bread_roll,58,5,1,21,6,0,0,28.4,1.7,71.6,0,1,0,0,0,63.0,77.0,38.285714285714285
2025-06-21,croissant_chocolate,44,5,1,21,6,0,0,28.4,1.7,71.6,0,1,0,0,0,53.0,43.0,29.571428571428573
2025-06-22,croissant,55,6,1,22,6,0,0,27.6,2.1,79.6,0,1,0,0,0,77.0,66.0,48.42857142857143
2025-06-22,donut,72,6,1,22,6,0,0,27.6,2.1,79.6,0,1,0,0,0,45.0,49.0,35.857142857142854
2025-06-22,chiffon,26,6,1,22,6,0,0,27.6,2.1,79.6,0,1,0,0,0,27.0,39.0,21.285714285714285
2025-06-22,bread_coconut,27,6,1,22,6,0,0,27.6,2.1,79.6,0,1,0,0,0,38.0,34.0,24.142857142857142
2025-06-22,bread_roll,43,6,1,22,6,0,0,27.6,2.1,79.6,0,1,0,0,0,58.0,55.0,35.57142857142857
2025-06-22,croissant_chocolate,45,6,1,22,6,0,0,27.6,2.1,79.6,0,1,0,0,0,44.0,42.0,29.714285714285715
2025-06-23,croissant,0,0,0,23,6,0,0,31.9,4.4,70.3,0,0,1,0,0,55.0,0.0,46.857142857142854
2025-06-23,donut,0,0,0,23,6,0,0,31.9,4.4,70.3,0,0,1,0,0,72.0,0.0,39.142857142857146
2025-06-23,chiffon,0,0,0,23,6,0,0,31.9,4.4,70.3,0,0,1,0,0,26.0,0.0,19.428571428571427
2025-06-23,bread_coconut,0,0,0,23,6,0,0,31.9,4.4,70.3,0,0,1,0,0,27.0,0.0,23.142857142857142
2025-06-23,bread_roll,0,0,0,23,6,0,0,31.9,4.4,70.3,0,0,1,0,0,43.0,0.0,33.857142857142854
2025-06-23,croissant_chocolate,0,0,0,23,6,0,0,31.9,4.4,70.3,0,0,1,0,0,45.0,0.0,30.142857142857142
2025-06-24,croissant,37,1,0,24,6,0,0,28.0,1.3,76.6,0,1,0,0,0,0.0,41.0,46.857142857142854
2025-06-24,donut,33,1,0,24,6,0,0,28.0,1.3,76.6,0,1,0,0,0,0.0,33.0,39.142857142857146
2025-06-24,chiffon,21,1,0,24,6,0,0,28.0,1.3,76.6,0,1,0,0,0,0.0,17.0,19.428571428571427
2025-06-24,bread_coconut,18,1,0,24,6,0,0,28.0,1.3,76.6,0,1,0,0,0,0.0,17.0,23.142857142857142
2025-06-24,bread_roll,25,1,0,24,6,0,0,28.0,1.3,76.6,0,1,0,0,0,0.0,25.0,33.857142857142854
2025-06-24,croissant_chocolate,23,1,0,24,6,0,0,28.0,1.3,76.6,0,1,0,0,0,0.0,27.0,30.142857142857142
2025-06-25,croissant,44,2,0,25,6,0,0,26.8,8.8,80.4,1,0,1,0,0,37.0,44.0,46.285714285714285
2025-06-25,donut,22,2,0,25,6,0,0,26.8,8.8,80.4,1,0,1,0,0,33.0,30.0,39.142857142857146
2025-06-25,chiffon,19,2,0,25,6,0,0,26.8,8.8,80.4,1,0,1,0,0,21.0,19.0,20.0
2025-06-25,bread_coconut,22,2,0,25,6,0,0,26.8,8.8,80.4,1,0,1,0,0,18.0,16.0,23.285714285714285
2025-06-25,bread_roll,30,2,0,25,6,0,0,26.8,8.8,80.4,1,0,1,0,0,25.0,27.0,33.857142857142854
2025-06-25,croissant_chocolate,21,2,0,25,6,0,0,26.8,8.8,80.4,1,0,1,0,0,23.0,20.0,29.571428571428573
2025-06-26,croissant,35,3,0,26,6,0,0,30.0,2.1,83.0,0,1,0,0,0,44.0,43.0,46.285714285714285
2025-06-26,donut,42,3,0,26,6,0,0,30.0,2.1,83.0,0,1,0,0,0,22.0,42.0,38.0
2025-06-26,chiffon,18,3,0,26,6,0,0,30.0,2.1,83.0,0,1,0,0,0,19.0,16.0,20.0
2025-06-26,bread_coconut,24,3,0,26,6,0,0,30.0,2.1,83.0,0,1,0,0,0,22.0,24.0,24.142857142857142
2025-06-26,bread_roll,35,3,0,26,6,0,0,30.0,2.1,83.0,0,1,0,0,0,30.0,21.0,34.285714285714285
2025-06-26,croissant_chocolate,22,3,0,26,6,0,0,30.0,2.1,83.0,0,1,0,0,0,21.0,22.0,29.714285714285715
2025-06-27,croissant,81,4,0,27,6,1,0,27.0,12.6,78.4,1,0,1,0,0,35.0,68.0,45.142857142857146
2025-06-27,donut,52,4,0,27,6,1,0,27.0,12.6,78.4,1,0,1,0,0,42.0,52.0,38.0
2025-06-27,chiffon,36,4,0,27,6,1,0,27.0,12.6,78.4,1,0,1,0,0,18.0,31.0,20.285714285714285
2025-06-27,bread_coconut,39,4,0,27,6,1,0,27.0,12.6,78.4,1,0,1,0,0,24.0,40.0,24.142857142857142
2025-06-27,bread_roll,63,4,0,27,6,1,0,27.0,12.6,78.4,1,0,1,0,0,35.0,63.0,36.285714285714285
2025-06-27,croissant_chocolate,53,4,0,27,6,1,0,27.0,12.6,78.4,1,0,1,0,0,22.0,53.0,29.714285714285715
2025-06-28,croissant,56,5,1,28,6,0,0,28.8,3.7,86.5,0,0,1,0,0,81.0,77.0,47.0
2025-06-28,donut,78,5,1,28,6,0,0,28.8,3.7,86.5,0,0,1,0,0,52.0,45.0,38.0
2025-06-28,chiffon,32,5,1,28,6,0,0,28.8,3.7,86.5,0,0,1,0,0,36.0,27.0,21.0
2025-06-28,bread_coconut,29,5,1,28,6,0,0,28.8,3.7,86.5,0,0,1,0,0,39.0,38.0,24.0
2025-06-28,bread_roll,49,5,1,28,6,0,0,28.8,3.7,86.5,0,0,1,0,0,63.0,58.0,36.285714285714285
2025-06-28,croissant_chocolate,55,5,1,28,6,0,0,28.8,3.7,86.5,0,0,1,0,0,53.0,44.0,29.714285714285715
2025-06-29,croissant,96,6,1,29,6,0,0,28.9,2.0,83.9,0,1,0,0,0,56.0,55.0,44.0
2025-06-29,donut,72,6,1,29,6,0,0,28.9,2.0,83.9,0,1,0,0,0,78.0,72.0,42.714285714285715
2025-06-29,chiffon,65,6,1,29,6,0,0,28.9,2.0,83.9,0,1,0,0,0,32.0,26.0,21.714285714285715
2025-06-29,bread_coconut,65,6,1,29,6,0,0,28.9,2.0,83.9,0,1,0,0,0,29.0,27.0,22.714285714285715
2025-06-29,bread_roll,59,6,1,29,6,0,0,28.9,2.0,83.9,0,1,0,0,0,49.0,43.0,35.0
2025-06-29,croissant_chocolate,45,6,1,29,6,0,0,28.9,2.0,83.9,0,1,0,0,0,55.0,45.0,31.285714285714285
2025-06-30,croissant,0,0,0,30,6,0,0,28.9,5.0,81.7,0,0,1,0,0,96.0,0.0,49.857142857142854
2025-06-30,donut,0,0,0,30,6,0,0,28.9,5.0,81.7,0,0,1,0,0,72.0,0.0,42.714285714285715
2025-06-30,chiffon,0,0,0,30,6,0,0,28.9,5.0,81.7,0,0,1,0,0,65.0,0.0,27.285714285714285
2025-06-30,bread_coconut,0,0,0,30,6,0,0,28.9,5.0,81.7,0,0,1,0,0,65.0,0.0,28.142857142857142
2025-06-30,bread_roll,0,0,0,30,6,0,0,28.9,5.0,81.7,0,0,1,0,0,59.0,0.0,37.285714285714285
2025-06-30,croissant_chocolate,0,0,0,30,6,0,0,28.9,5.0,81.7,0,0,1,0,0,45.0,0.0,31.285714285714285
2025-07-01,croissant,37,1,0,1,7,0,0,28.4,0.1,83.2,0,1,0,0,0,0.0,37.0,49.857142857142854
2025-07-01,donut,24,1,0,1,7,0,0,28.4,0.1,83.2,0,1,0,0,0,0.0,33.0,42.714285714285715
2025-07-01,chiffon,11,1,0,1,7,0,0,28.4,0.1,83.2,0,1,0,0,0,0.0,21.0,27.285714285714285
2025-07-01,bread_coconut,16,1,0,1,7,0,0,28.4,0.1,83.2,0,1,0,0,0,0.0,18.0,28.142857142857142
2025-07-01,bread_roll,24,1,0,1,7,0,0,28.4,0.1,83.2,0,1,0,0,0,0.0,25.0,37.285714285714285
2025-07-01,croissant_chocolate,27,1,0,1,7,0,0,28.4,0.1,83.2,0,1,0,0,0,0.0,23.0,31.285714285714285
2025-07-02,croissant,44,2,0,2,7,0,0,28.3,6.5,72.9,1,0,1,0,0,37.0,44.0,49.857142857142854
2025-07-02,donut,36,2,0,2,7,0,0,28.3,6.5,72.9,1,0,1,0,0,24.0,22.0,41.42857142857143
2025-07-02,chiffon,19,2,0,2,7,0,0,28.3,6.5,72.9,1,0,1,0,0,11.0,19.0,25.857142857142858
2025-07-02,bread_coconut,20,2,0,2,7,0,0,28.3,6.5,72.9,1,0,1,0,0,16.0,22.0,27.857142857142858
2025-07-02,bread_roll,25,2,0,2,7,0,0,28.3,6.5,72.9,1,0,1,0,0,24.0,30.0,37.142857142857146
2025-07-02,croissant_chocolate,27,2,0,2,7,0,0,28.3,6.5,72.9,1,0,1,0,0,27.0,21.0,31.857142857142858
2025-07-03,croissant,36,3,0,3,7,0,0,27.2,7.5,73.4,1,0,1,0,0,44.0,35.0,49.857142857142854
2025-07-03,donut,21,3,0,3,7,0,0,27.2,7.5,73.4,1,0,1,0,0,36.0,42.0,43.42857142857143
2025-07-03,chiffon,11,3,0,3,7,0,0,27.2,7.5,73.4,1,0,1,0,0,19.0,18.0,25.857142857142858
2025-07-03,bread_coconut,16,3,0,3,7,0,0,27.2,7.5,73.4,1,0,1,0,0,20.0,24.0,27.571428571428573
2025-07-03,bread_roll,22,3,0,3,7,0,0,27.2,7.5,73.4,1,0,1,0,0,25.0,35.0,36.42857142857143
2025-07-03,croissant_chocolate,20,3,0,3,7,0,0,27.2,7.5,73.4,1,0,1,0,0,27.0,22.0,32.714285714285715
2025-07-04,croissant,52,4,0,4,7,0,0,26.4,19.9,74.9,1,0,0,1,0,36.0,81.0,50.0
2025-07-04,donut,44,4,0,4,7,0,0,26.4,19.9,74.9,1,0,0,1,0,21.0,52.0,40.42857142857143
2025-07-04,chiffon,35,4,0,4,7,0,0,26.4,19.9,74.9,1,0,0,1,0,11.0,36.0,24.857142857142858
2025-07-04,bread_coconut,30,4,0,4,7,0,0,26.4,19.9,74.9,1,0,0,1,0,16.0,39.0,26.428571428571427
2025-07-04,bread_roll,42,4,0,4,7,0,0,26.4,19.9,74.9,1,0,0,1,0,22.0,63.0,34.57142857142857
2025-07-04,croissant_chocolate,31,4,0,4,7,0,0,26.4,19.9,74.9,1,0,0,1,0,20.0,53.0,32.42857142857143
2025-07-05,croissant,64,5,1,5,7,0,0,28.0,4.7,86.3,0,0,1,0,0,52.0,56.0,45.857142857142854
2025-07-05,donut,78,5,1,5,7,0,0,28.0,4.7,86.3,0,0,1,0,0,44.0,78.0,39.285714285714285
2025-07-05,chiffon,40,5,1,5,7,0,0,28.0,4.7,86.3,0,0,1,0,0,35.0,32.0,24.714285714285715
2025-07-05,bread_coconut,34,5,1,5,7,0,0,28.0,4.7,86.3,0,0,1,0,0,30.0,29.0,25.142857142857142
2025-07-05,bread_roll,77,5,1,5,7,0,0,28.0,4.7,86.3,0,0,1,0,0,42.0,49.0,31.571428571428573
2025-07-05,croissant_chocolate,55,5,1,5,7,0,0,28.0,4.7,86.3,0,0,1,0,0,31.0,55.0,29.285714285714285
2025-07-06,croissant,55,6,1,6,7,0,0,26.1,15.5,81.4,1,0,0,1,0,64.0,96.0,47.0
2025-07-06,donut,54,6,1,6,7,0,0,26.1,15.5,81.4,1,0,0,1,0,78.0,72.0,39.285714285714285
2025-07-06,chiffon,23,6,1,6,7,0,0,26.1,15.5,81.4,1,0,0,1,0,40.0,65.0,25.857142857142858
2025-07-06,bread_coconut,27,6,1,6,7,0,0,26.1,15.5,81.4,1,0,0,1,0,34.0,65.0,25.857142857142858
2025-07-06,bread_roll,59,6,1,6,7,0,0,26.1,15.5,81.4,1,0,0,1,0,77.0,59.0,35.57142857142857
2025-07-06,croissant_chocolate,33,6,1,6,7,0,0,26.1,15.5,81.4,1,0,0,1,0,55.0,45.0,29.285714285714285
