date,time,ticket_id,product_name,quantity,unit_price_cny,category,is_rainy,is_member_day,is_competitor,is_new_product,is_day1,is_top3,discount_pct,beverage_size,beverage_temp,beverage_sweetness,beverage_ice
2025-06-24,17:09:41,GZ-20250624-0011,caramel_macchiato,1,22.0,beverage,0,0,0,0,0,0,0.0,regular,cold,none,less
2025-06-24,12:01:41,GZ-20250624-0012,baguette,1,9.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,12:01:41,GZ-20250624-0012,cappuccino,1,21.0,beverage,0,0,0,0,0,0,0.0,large,cold,none,less
2025-06-24,11:57:59,GZ-20250624-0013,matcha_latte,1,21.0,beverage,0,0,0,0,0,0,0.0,large,cold,normal,none
2025-06-24,10:12:44,GZ-20250624-0014,cookie,1,9.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,10:12:44,GZ-20250624-0014,mantequilla,1,8.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,09:50:47,GZ-20250624-0015,croissant_chocolate,1,12.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,09:50:47,GZ-20250624-0015,mocha,1,25.0,beverage,0,0,0,0,0,0,0.0,large,cold,less,less
2025-06-24,15:06:42,GZ-20250624-0016,stickbread,1,6.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,06:37:09,GZ-20250624-0017,pandesal,1,5.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,17:03:58,GZ-20250624-0018,muffin,1,12.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,17:16:48,GZ-20250624-0019,bread_coconut,1,9.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,17:16:48,GZ-20250624-0019,pandesal,1,5.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,08:43:22,GZ-20250624-0020,cornbread,1,7.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,08:43:22,GZ-20250624-0020,macaron,1,15.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,14:05:29,GZ-20250624-0021,brioche,1,16.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,14:05:29,GZ-20250624-0021,croissant_chocolate,1,12.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,17:18:38,GZ-20250624-0022,chai_latte,1,16.0,beverage,0,0,0,0,0,0,0.0,regular,cold,slight,normal
2025-06-24,17:18:38,GZ-20250624-0022,cold_brew,1,21.0,beverage,0,0,0,0,0,0,0.0,large,cold,none,normal
2025-06-24,17:18:38,GZ-20250624-0022,pancake,1,13.0,bakery,0,0,0,0,1,0,0.2,,,,
2025-06-24,14:28:39,GZ-20250624-0023,chocolate_cake,1,22.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,09:51:43,GZ-20250624-0024,cold_brew,1,21.0,beverage,0,0,0,0,0,0,0.0,large,cold,slight,normal
2025-06-24,09:51:43,GZ-20250624-0024,croissant_chocolate,1,12.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,09:46:19,GZ-20250624-0025,pandesal,1,5.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,11:46:31,GZ-20250624-0026,baguette,1,9.0,bakery,0,0,0,0,1,0,0.2,,,,
2025-06-24,11:46:31,GZ-20250624-0026,croissant_chocolate,1,12.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,08:45:22,GZ-20250624-0027,croissant,1,10.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,08:45:22,GZ-20250624-0027,croissant_chocolate,1,12.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,08:45:22,GZ-20250624-0027,lemonade,1,15.0,beverage,0,0,0,0,0,0,0.0,large,cold,none,less
2025-06-24,12:22:33,GZ-20250624-0028,baguette,2,9.0,bakery,0,0,0,0,1,0,0.2,,,,
2025-06-24,17:21:01,GZ-20250624-0029,cream_horn,1,13.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,17:21:01,GZ-20250624-0029,latte,1,21.0,beverage,0,0,0,0,0,0,0.0,large,cold,normal,normal
2025-06-24,14:04:18,GZ-20250624-0030,baguette,1,9.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,14:04:18,GZ-20250624-0030,cornbread,1,7.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,14:04:18,GZ-20250624-0030,cream_horn,1,13.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,16:43:20,GZ-20250624-0031,croissant_chocolate,1,12.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,13:22:43,GZ-20250624-0032,americano,1,15.0,beverage,0,0,0,0,0,0,0.0,regular,cold,none,none
2025-06-24,18:05:54,GZ-20250624-0033,espresso,1,12.0,beverage,0,0,0,0,0,0,0.0,regular,cold,less,none
2025-06-24,11:18:54,GZ-20250624-0034,croissant,1,10.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,14:17:29,GZ-20250624-0035,baguette,1,9.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,14:17:29,GZ-20250624-0035,cappuccino,1,21.0,beverage,0,0,0,0,0,0,0.0,large,cold,less,less
2025-06-24,12:49:02,GZ-20250624-0036,baguette,1,9.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,17:14:10,GZ-20250624-0037,bread_coconut,1,9.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,17:14:10,GZ-20250624-0037,cornbread,1,7.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,15:58:13,GZ-20250624-0038,caramel_macchiato,1,25.0,beverage,0,0,0,0,0,0,0.0,large,cold,slight,less
2025-06-24,15:58:13,GZ-20250624-0038,latte,1,21.0,beverage,0,0,0,0,0,0,0.0,large,hot,normal,none
2025-06-24,15:58:13,GZ-20250624-0038,matcha_latte,1,21.0,beverage,0,0,0,0,0,0,0.0,large,cold,normal,less
2025-06-24,11:35:16,GZ-20250624-0039,tostada,1,8.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,11:05:30,GZ-20250624-0040,donut,1,8.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,13:30:40,GZ-20250624-0041,bread_roll,1,6.5,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,13:30:40,GZ-20250624-0041,chocopie,1,12.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,13:30:40,GZ-20250624-0041,mantequilla,1,8.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,13:30:40,GZ-20250624-0041,pancake,1,13.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,08:34:48,GZ-20250624-0042,baguette,1,9.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,11:39:14,GZ-20250624-0043,pancake,1,13.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,17:01:38,GZ-20250624-0044,croissant_chocolate,1,12.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,08:24:25,GZ-20250624-0045,croissant,1,10.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,07:12:31,GZ-20250624-0046,chai_latte,1,16.0,beverage,0,0,0,0,0,0,0.0,regular,cold,normal,normal
2025-06-24,07:12:31,GZ-20250624-0046,chiffon,1,18.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,13:41:19,GZ-20250624-0047,cookie,1,9.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,11:41:26,GZ-20250624-0048,pizza_bread,1,14.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,14:47:04,GZ-20250624-0049,croissant_chocolate,1,12.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,16:40:52,GZ-20250624-0050,apple_pie,1,14.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,16:40:52,GZ-20250624-0050,stickbread,1,6.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,07:25:23,GZ-20250624-0051,brioche,1,16.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,07:07:47,GZ-20250624-0052,donut,1,8.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,07:07:47,GZ-20250624-0052,earl_grey,1,10.0,beverage,0,0,0,0,0,0,0.0,regular,hot,slight,none
2025-06-24,07:07:47,GZ-20250624-0052,mocha,1,25.0,beverage,0,0,0,0,0,0,0.0,large,cold,normal,normal
2025-06-24,08:31:37,GZ-20250624-0053,bread_coconut,1,9.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,10:22:19,GZ-20250624-0054,baguette,1,9.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,07:58:07,GZ-20250624-0055,cold_brew,1,21.0,beverage,0,0,0,0,0,0,0.0,large,cold,none,less
2025-06-24,09:40:54,GZ-20250624-0056,latte,1,21.0,beverage,0,0,0,0,0,0,0.0,large,cold,less,none
2025-06-24,08:12:25,GZ-20250624-0057,flat_white,1,23.0,beverage,0,0,0,0,0,0,0.0,large,hot,none,none
2025-06-24,08:12:25,GZ-20250624-0057,melon_bread,1,9.0,bakery,0,0,0,0,1,0,0.2,,,,
2025-06-24,08:33:01,GZ-20250624-0058,croissant,1,10.0,bakery,0,0,0,0,1,0,0.2,,,,
2025-06-24,06:16:24,GZ-20250624-0059,chocolate_cake,1,22.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,06:16:24,GZ-20250624-0059,croissant_chocolate,1,12.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,17:36:38,GZ-20250624-0060,baguette,1,9.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,09:08:21,GZ-20250624-0061,croissant,3,10.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,09:08:21,GZ-20250624-0061,earl_grey,1,13.0,beverage,0,0,0,0,0,0,0.0,large,cold,normal,none
2025-06-24,09:08:21,GZ-20250624-0061,pizza_bread,1,14.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,13:59:12,GZ-20250624-0062,cookie,1,9.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,13:59:12,GZ-20250624-0062,hot_chocolate,1,18.0,beverage,0,0,0,0,0,0,0.0,large,cold,less,less
2025-06-24,12:51:15,GZ-20250624-0063,americano,1,15.0,beverage,0,0,0,0,0,0,0.0,regular,cold,none,normal
2025-06-24,12:51:15,GZ-20250624-0063,croissant,3,10.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,06:16:56,GZ-20250624-0064,pancake,1,13.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,14:12:01,GZ-20250624-0065,mocha,1,22.0,beverage,0,0,0,0,0,0,0.0,regular,hot,normal,none
2025-06-24,15:08:44,GZ-20250624-0066,melon_bread,1,9.0,bakery,0,0,0,0,1,0,0.2,,,,
2025-06-24,15:08:44,GZ-20250624-0066,sourdough,1,22.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,14:18:53,GZ-20250624-0067,cold_brew,1,21.0,beverage,0,0,0,0,0,0,0.0,large,cold,normal,normal
2025-06-24,14:18:53,GZ-20250624-0067,croissant_chocolate,1,12.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,07:15:01,GZ-20250624-0068,cookie,1,9.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,08:37:51,GZ-20250624-0069,croissant,1,10.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,08:37:51,GZ-20250624-0069,croissant_chocolate,1,12.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,08:37:51,GZ-20250624-0069,muffin,1,12.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,08:37:51,GZ-20250624-0069,pancake,1,13.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,07:23:36,GZ-20250624-0070,bagel,1,10.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,07:23:36,GZ-20250624-0070,croissant_chocolate,1,12.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,09:08:48,GZ-20250624-0071,bagel,1,10.0,bakery,0,0,0,0,1,0,0.2,,,,
2025-06-24,09:08:48,GZ-20250624-0071,croissant_chocolate,1,12.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,07:10:45,GZ-20250624-0072,baguette,1,9.0,bakery,0,0,0,0,1,0,0.2,,,,
2025-06-24,14:14:19,GZ-20250624-0073,cream_horn,1,13.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,14:14:19,GZ-20250624-0073,latte,1,18.0,beverage,0,0,0,0,0,0,0.0,regular,hot,normal,none
2025-06-24,14:14:19,GZ-20250624-0073,soboru_bread,1,11.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,06:44:20,GZ-20250624-0074,caramel_macchiato,1,25.0,beverage,0,0,0,0,0,0,0.0,large,hot,none,none
2025-06-24,06:44:20,GZ-20250624-0074,croissant_chocolate,1,12.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,14:07:24,GZ-20250624-0075,earl_grey,1,10.0,beverage,0,0,0,0,0,0,0.0,regular,cold,less,none
2025-06-24,09:15:45,GZ-20250624-0076,chiffon,1,18.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,09:15:45,GZ-20250624-0076,cookie,1,9.0,bakery,0,0,0,0,1,0,0.2,,,,
2025-06-24,13:43:00,GZ-20250624-0077,cream_horn,1,13.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,16:34:40,GZ-20250624-0078,bread_roll,1,6.5,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,16:34:40,GZ-20250624-0078,eggtart,1,8.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,09:02:46,GZ-20250624-0079,baguette,1,9.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,07:51:13,GZ-20250624-0080,americano,1,18.0,beverage,0,0,0,0,0,0,0.0,large,hot,normal,none
2025-06-24,06:39:07,GZ-20250624-0081,apple_pie,1,14.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,06:39:07,GZ-20250624-0081,brioche,1,16.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,11:52:47,GZ-20250624-0082,macaron,1,15.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,11:52:47,GZ-20250624-0082,matcha_latte,1,21.0,beverage,0,0,0,0,0,0,0.0,large,cold,none,none
2025-06-24,11:52:47,GZ-20250624-0082,stickbread,1,6.0,bakery,0,0,0,0,1,0,0.2,,,,
2025-06-24,06:45:52,GZ-20250624-0083,cream_horn,1,13.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,06:45:52,GZ-20250624-0083,croissant_chocolate,1,12.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,15:50:50,GZ-20250624-0084,flat_white,1,23.0,beverage,0,0,0,0,0,0,0.0,large,hot,less,none
2025-06-24,09:30:21,GZ-20250624-0085,americano,1,15.0,beverage,0,0,0,0,0,0,0.0,regular,cold,slight,none
2025-06-24,09:30:21,GZ-20250624-0085,donut,1,8.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,08:32:27,GZ-20250624-0086,milk_tea,1,17.0,beverage,0,0,0,0,0,0,0.0,large,cold,none,none
2025-06-24,08:32:27,GZ-20250624-0086,soboru_bread,1,11.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,09:19:40,GZ-20250624-0087,donut,1,8.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,11:15:01,GZ-20250624-0088,chocopie,1,12.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,09:16:05,GZ-20250624-0089,english_breakfast,1,13.0,beverage,0,0,0,0,0,0,0.0,large,hot,less,none
2025-06-24,14:32:31,GZ-20250624-0090,baguette,1,9.0,bakery,0,0,0,0,1,0,0.2,,,,
2025-06-24,14:32:31,GZ-20250624-0090,hot_chocolate,1,18.0,beverage,0,0,0,0,0,0,0.0,large,hot,slight,none
2025-06-24,16:35:35,GZ-20250624-0091,lemonade,1,15.0,beverage,0,0,0,0,0,0,0.0,large,cold,normal,normal
2025-06-24,10:37:39,GZ-20250624-0092,americano,1,15.0,beverage,0,0,0,0,0,0,0.0,regular,cold,less,none
2025-06-24,10:37:39,GZ-20250624-0092,baguette,1,9.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,15:15:38,GZ-20250624-0093,espresso,1,15.0,beverage,0,0,0,0,0,0,0.0,large,cold,slight,normal
2025-06-24,09:50:27,GZ-20250624-0094,baguette,1,9.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,09:50:27,GZ-20250624-0094,cream_horn,1,13.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,13:46:05,GZ-20250624-0095,donut,1,8.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,18:01:07,GZ-20250624-0096,croissant_chocolate,1,12.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,18:01:07,GZ-20250624-0096,muffin,1,12.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,06:01:08,GZ-20250624-0097,lemonade,1,15.0,beverage,0,0,0,0,0,0,0.0,large,cold,slight,normal
2025-06-24,11:45:10,GZ-20250624-0098,cold_brew,1,18.0,beverage,0,0,0,0,0,0,0.0,regular,cold,none,less
2025-06-24,12:44:03,GZ-20250624-0099,croissant,1,10.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,12:44:03,GZ-20250624-0099,flatbread,1,7.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,17:22:24,GZ-20250624-0100,croissant,2,10.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,17:22:24,GZ-20250624-0100,donut,1,8.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,06:34:29,GZ-20250624-0101,mantequilla,1,8.0,bakery,0,0,0,0,1,0,0.2,,,,
2025-06-24,11:35:32,GZ-20250624-0102,espresso,1,15.0,beverage,0,0,0,0,0,0,0.0,large,cold,less,less
2025-06-24,11:05:23,GZ-20250624-0103,americano,1,18.0,beverage,0,0,0,0,0,0,0.0,large,cold,none,less
2025-06-24,11:05:23,GZ-20250624-0103,croissant,1,10.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,13:20:32,GZ-20250624-0104,hot_chocolate,1,15.0,beverage,0,0,0,0,0,0,0.0,regular,cold,less,none
2025-06-24,15:04:53,GZ-20250624-0105,pizza_bread,1,14.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,08:38:34,GZ-20250624-0106,bread_roll,1,6.5,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,08:38:34,GZ-20250624-0106,cappuccino,1,18.0,beverage,0,0,0,0,0,0,0.0,regular,hot,none,none
2025-06-24,08:38:34,GZ-20250624-0106,chai_latte,1,16.0,beverage,0,0,0,0,0,0,0.0,regular,cold,slight,less
2025-06-24,17:06:15,GZ-20250624-0107,cappuccino,1,21.0,beverage,0,0,0,0,0,0,0.0,large,cold,slight,less
2025-06-24,13:46:45,GZ-20250624-0108,croissant,1,10.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,13:46:45,GZ-20250624-0108,english_breakfast,1,10.0,beverage,0,0,0,0,0,0,0.0,regular,cold,normal,less
2025-06-24,13:46:45,GZ-20250624-0108,lemonade,1,12.0,beverage,0,0,0,0,0,0,0.0,regular,cold,less,less
2025-06-24,06:53:40,GZ-20250624-0109,chocolate_cake,1,22.0,bakery,0,0,0,0,1,0,0.2,,,,
2025-06-24,08:55:13,GZ-20250624-0110,latte,1,21.0,beverage,0,0,0,0,0,0,0.0,large,cold,less,none
2025-06-24,08:55:13,GZ-20250624-0110,tostada,1,8.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,10:56:33,GZ-20250624-0111,baguette,1,9.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,14:22:41,GZ-20250624-0112,croissant,1,10.0,bakery,0,0,0,0,1,0,0.2,,,,
2025-06-24,07:42:19,GZ-20250624-0113,cookie,1,9.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,07:42:19,GZ-20250624-0113,croissant,1,10.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,17:44:29,GZ-20250624-0114,chiffon,1,18.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,17:44:29,GZ-20250624-0114,milk_tea,1,17.0,beverage,0,0,0,0,0,0,0.0,large,cold,none,none
2025-06-24,17:44:29,GZ-20250624-0114,mocha,1,25.0,beverage,0,0,0,0,0,0,0.0,large,cold,slight,none
2025-06-24,17:44:29,GZ-20250624-0114,pancake,1,13.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,14:14:03,GZ-20250624-0115,apple_pie,1,14.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,10:21:49,GZ-20250624-0116,eggtart,1,8.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,08:01:16,GZ-20250624-0117,croissant,1,10.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,08:01:16,GZ-20250624-0117,donut,1,8.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,08:01:16,GZ-20250624-0117,tostada,1,8.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,15:47:18,GZ-20250624-0118,croissant_chocolate,1,12.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,15:47:18,GZ-20250624-0118,matcha_latte,1,18.0,beverage,0,0,0,0,0,0,0.0,regular,cold,slight,less
2025-06-24,06:52:59,GZ-20250624-0119,flatbread,1,7.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,17:47:24,GZ-20250624-0120,donut,1,8.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,17:47:24,GZ-20250624-0120,latte,1,21.0,beverage,0,0,0,0,0,0,0.0,large,hot,none,none
2025-06-24,08:40:17,GZ-20250624-0121,bread_roll,1,6.5,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,07:42:49,GZ-20250624-0122,donut,1,8.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,17:56:07,GZ-20250624-0123,baguette,1,9.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,17:56:07,GZ-20250624-0123,sourdough,1,22.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,16:27:20,GZ-20250624-0124,pancake,1,13.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,18:04:26,GZ-20250624-0125,baguette,1,9.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,11:00:13,GZ-20250624-0126,sourdough,1,22.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,11:44:44,GZ-20250624-0127,english_breakfast,1,10.0,beverage,0,0,0,0,0,0,0.0,regular,cold,normal,none
2025-06-24,09:09:49,GZ-20250624-0128,cappuccino,1,18.0,beverage,0,0,0,0,0,0,0.0,regular,cold,none,less
2025-06-24,09:09:49,GZ-20250624-0128,donut,1,8.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,09:09:49,GZ-20250624-0128,muffin,1,12.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,12:13:34,GZ-20250624-0129,baguette,2,9.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,12:13:34,GZ-20250624-0129,croissant,1,10.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,15:43:13,GZ-20250624-0130,cream_horn,1,13.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,13:04:32,GZ-20250624-0131,croissant_chocolate,1,12.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,06:38:19,GZ-20250624-0132,baguette,1,9.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-24,06:38:19,GZ-20250624-0132,croissant,2,10.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-25,15:43:08,GZ-20250625-0001,matcha_latte,1,21.0,beverage,0,0,0,0,0,0,0.0,large,cold,none,less
2025-06-25,08:27:46,GZ-20250625-0002,croissant,1,10.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-25,08:27:46,GZ-20250625-0002,latte,1,21.0,beverage,0,0,0,0,0,0,0.0,large,cold,slight,none
2025-06-25,08:36:47,GZ-20250625-0003,baguette,1,9.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-25,08:36:47,GZ-20250625-0003,sourdough,1,22.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-25,17:22:16,GZ-20250625-0004,cappuccino,1,18.0,beverage,0,0,0,0,0,0,0.0,regular,hot,slight,none
2025-06-25,17:22:16,GZ-20250625-0004,pancake,1,13.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-25,07:57:55,GZ-20250625-0005,cookie,1,9.0,bakery,0,0,0,0,0,0,0.0,,,,
2025-06-25,07:57:55,GZ-20250625-0005,english_breakfast,1,10.0,beverage,0,0,0,0,0,0,0.0,regular,hot,normal,none
2025-06-25,15:24:29,GZ-20250625-0006,hot_chocolate,1,18.0,beverage,0,0,0,0,0,0,0.0,large,cold,less,less
2025-06-25,09:48:22,GZ-20250625-0007,baguette,1,9.0,bakery,0,0,0,0,0,0,0.0,,,,
