date,product_name,quantity,unit_price_cny,product_id
2021-01-02,stickbread,30,5.5,41
2021-01-02,tostada,4,10.0,43
2021-01-02,waffle,3,12.0,44
2021-01-03,americano,16,18.0,0
2021-01-03,apple_pie,4,14.0,1
2021-01-03,bagel,1,12.0,2
2021-01-03,baguette,30,18.0,3
2021-01-03,bread_coconut,3,10.0,4
2021-01-03,bread_roll,6,6.5,5
2021-01-03,brioche,3,14.0,6
2021-01-03,cappuccino,4,22.0,7
2021-01-03,caramel_macchiato,9,26.0,8
2021-01-03,chai_latte,4,18.0,9
2021-01-03,chocopie,8,10.0,11
2021-01-03,cold_brew,6,22.0,12
2021-01-03,cookie,1,8.0,13
2021-01-03,cornbread,14,7.0,14
2021-01-03,cream_horn,3,13.0,15
2021-01-03,croissant,66,12.0,16
2021-01-03,croissant_chocolate,47,14.0,17
2021-01-03,donut,11,6.0,18
2021-01-03,earl_grey,3,12.0,19
2021-01-03,eggtart,19,7.0,20
2021-01-03,english_breakfast,5,12.0,21
2021-01-03,espresso,7,15.0,22
2021-01-03,flat_white,1,24.0,23
2021-01-03,flatbread,9,8.0,24
2021-01-03,hot_chocolate,6,18.0,25
2021-01-03,latte,16,22.0,26
2021-01-03,lemonade,1,14.0,27
2021-01-03,mantequilla,1,7.5,29
2021-01-03,matcha_latte,10,22.0,30
2021-01-03,melon_bread,1,10.0,31
2021-01-03,milk_tea,5,16.0,32
2021-01-03,mocha,10,26.0,33
2021-01-03,muffin,9,12.0,34
2021-01-03,pancake,8,13.0,35
2021-01-03,pandesal,17,5.0,36
2021-01-03,pizza_bread,27,16.0,37
2021-01-03,pullman,6,9.0,38
2021-01-03,soboru_bread,8,11.0,39
2021-01-03,sourdough,33,22.0,40
2021-01-03,stickbread,33,5.5,41
2021-01-03,tostada,6,10.0,43
2021-01-03,waffle,8,12.0,44
2021-01-04,americano,9,18.0,0
2021-01-04,apple_pie,2,14.0,1
2021-01-04,bagel,4,12.0,2
2021-01-04,baguette,30,18.0,3
2021-01-04,bread_roll,2,6.5,5
2021-01-04,brioche,1,14.0,6
2021-01-04,cappuccino,4,22.0,7
2021-01-04,caramel_macchiato,5,26.0,8
2021-01-04,chai_latte,3,18.0,9
2021-01-04,chiffon,2,18.0,10
2021-01-04,chocopie,4,10.0,11
2021-01-04,cold_brew,1,22.0,12
2021-01-04,cookie,2,8.0,13
2021-01-04,cornbread,2,7.0,14
2021-01-04,croissant,15,12.0,16
2021-01-04,croissant_chocolate,15,14.0,17
2021-01-04,donut,6,6.0,18
2021-01-04,earl_grey,3,12.0,19
2021-01-04,eggtart,2,7.0,20
2021-01-04,english_breakfast,4,12.0,21
2021-01-04,espresso,5,15.0,22
2021-01-04,flat_white,4,24.0,23
2021-01-04,flatbread,4,8.0,24
2021-01-04,hot_chocolate,4,18.0,25
2021-01-04,latte,10,22.0,26
2021-01-04,lemonade,4,14.0,27
2021-01-04,mantequilla,1,7.5,29
2021-01-04,matcha_latte,5,22.0,30
2021-01-04,melon_bread,1,10.0,31
2021-01-04,milk_tea,5,16.0,32
2021-01-04,mocha,3,26.0,33
2021-01-04,muffin,6,12.0,34
2021-01-04,pancake,5,13.0,35
2021-01-04,pandesal,12,5.0,36
2021-01-04,pizza_bread,21,16.0,37
2021-01-04,pullman,1,9.0,38
2021-01-04,soboru_bread,7,11.0,39
2021-01-04,sourdough,19,22.0,40
2021-01-04,stickbread,25,5.5,41
2021-01-04,tostada,4,10.0,43
2021-01-04,waffle,3,12.0,44
2021-01-05,americano,13,18.0,0
2021-01-05,apple_pie,1,14.0,1
2021-01-05,bagel,1,12.0,2
2021-01-05,baguette,32,18.0,3
2021-01-05,bread_coconut,3,10.0,4
2021-01-05,bread_roll,3,6.5,5
2021-01-05,brioche,2,14.0,6
2021-01-05,cappuccino,8,22.0,7
2021-01-05,caramel_macchiato,5,26.0,8
2021-01-05,chai_latte,3,18.0,9
2021-01-05,chiffon,2,18.0,10
2021-01-05,chocopie,2,10.0,11
2021-01-05,cold_brew,7,22.0,12
2021-01-05,cookie,5,8.0,13
2021-01-05,cornbread,4,7.0,14
2021-01-05,croissant,13,12.0,16
2021-01-05,croissant_chocolate,6,14.0,17
2021-01-05,donut,9,6.0,18
2021-01-05,earl_grey,3,12.0,19
2021-01-05,eggtart,6,7.0,20
2021-01-05,english_breakfast,3,12.0,21
2021-01-05,espresso,3,15.0,22
2021-01-05,flat_white,1,24.0,23
2021-01-05,flatbread,5,8.0,24
2021-01-05,hot_chocolate,5,18.0,25
2021-01-05,latte,14,22.0,26
2021-01-05,lemonade,1,14.0,27
2021-01-05,matcha_latte,8,22.0,30
2021-01-05,melon_bread,6,10.0,31
2021-01-05,milk_tea,3,16.0,32
2021-01-05,mocha,2,26.0,33
2021-01-05,muffin,6,12.0,34
2021-01-05,pancake,6,13.0,35
2021-01-05,pandesal,18,5.0,36
2021-01-05,pizza_bread,19,16.0,37
2021-01-05,pullman,3,9.0,38
2021-01-05,soboru_bread,5,11.0,39
2021-01-05,sourdough,24,22.0,40
2021-01-05,stickbread,19,5.5,41
2021-01-05,tostada,2,10.0,43
2021-01-05,waffle,3,12.0,44
2021-01-06,americano,10,18.0,0
2021-01-06,apple_pie,1,14.0,1
2021-01-06,bagel,3,12.0,2
2021-01-06,baguette,2,18.0,3
2021-01-06,bread_coconut,1,10.0,4
2021-01-06,bread_roll,1,6.5,5
2021-01-06,brioche,3,14.0,6
2021-01-06,cappuccino,8,22.0,7
2021-01-06,caramel_macchiato,1,26.0,8
2021-01-06,chai_latte,2,18.0,9
2021-01-06,chiffon,1,18.0,10
2021-01-06,chocopie,11,10.0,11
2021-01-06,cold_brew,4,22.0,12
2021-01-06,cookie,1,8.0,13
2021-01-06,cornbread,11,7.0,14
2021-01-06,croissant_chocolate,3,14.0,17
2021-01-06,donut,4,6.0,18
2021-01-06,earl_grey,5,12.0,19
2021-01-06,eggtart,8,7.0,20
2021-01-06,english_breakfast,10,12.0,21
2021-01-06,espresso,7,15.0,22
2021-01-06,flat_white,2,24.0,23
2021-01-06,flatbread,3,8.0,24
2021-01-06,hot_chocolate,6,18.0,25
2021-01-06,latte,6,22.0,26
2021-01-06,lemonade,4,14.0,27
2021-01-06,macaron,1,15.0,28
2021-01-06,mantequilla,3,7.5,29
2021-01-06,matcha_latte,3,22.0,30
2021-01-06,melon_bread,2,10.0,31
2021-01-06,milk_tea,3,16.0,32
2021-01-06,mocha,3,26.0,33
2021-01-06,muffin,8,12.0,34
2021-01-06,pancake,3,13.0,35
2021-01-06,pandesal,14,5.0,36
2021-01-06,pizza_bread,19,16.0,37
2021-01-06,pullman,1,9.0,38
2021-01-06,soboru_bread,4,11.0,39
2021-01-06,sourdough,27,22.0,40
2021-01-06,stickbread,19,5.5,41
2021-01-06,tiramisu,1,32.0,42
2021-01-06,tostada,3,10.0,43
2021-01-06,waffle,7,12.0,44
2021-01-07,americano,9,18.0,0
2021-01-07,bagel,4,12.0,2
2021-01-07,baguette,32,18.0,3
2021-01-07,bread_coconut,1,10.0,4
2021-01-07,bread_roll,2,6.5,5
2021-01-07,cappuccino,4,22.0,7
2021-01-07,caramel_macchiato,1,26.0,8
2021-01-07,chai_latte,1,18.0,9
2021-01-07,chocopie,9,10.0,11
2021-01-07,cold_brew,5,22.0,12
2021-01-07,cookie,3,8.0,13
2021-01-07,cornbread,6,7.0,14
2021-01-07,cream_horn,4,13.0,15
2021-01-07,croissant,12,12.0,16
2021-01-07,croissant_chocolate,17,14.0,17
2021-01-07,donut,10,6.0,18
2021-01-07,earl_grey,5,12.0,19
2021-01-07,eggtart,5,7.0,20
2021-01-07,english_breakfast,1,12.0,21
2021-01-07,espresso,3,15.0,22
2021-01-07,flat_white,4,24.0,23
2021-01-07,flatbread,7,8.0,24
2021-01-07,hot_chocolate,3,18.0,25
2021-01-07,latte,8,22.0,26
2021-01-07,lemonade,2,14.0,27
2021-01-07,macaron,1,15.0,28
2021-01-07,matcha_latte,9,22.0,30
2021-01-07,milk_tea,8,16.0,32
2021-01-07,mocha,9,26.0,33
2021-01-07,muffin,5,12.0,34
2021-01-07,pancake,4,13.0,35
2021-01-07,pandesal,19,5.0,36
2021-01-07,pizza_bread,22,16.0,37
2021-01-07,pullman,3,9.0,38
2021-01-07,soboru_bread,6,11.0,39
2021-01-07,sourdough,15,22.0,40
2021-01-07,stickbread,19,5.5,41
2021-01-07,tostada,3,10.0,43
2021-01-07,waffle,4,12.0,44
2021-01-08,americano,8,18.0,0
2021-01-08,apple_pie,1,14.0,1
2021-01-08,bagel,2,12.0,2
2021-01-08,baguette,14,18.0,3
2021-01-08,bread_roll,2,6.5,5
2021-01-08,brioche,1,14.0,6
2021-01-08,cappuccino,5,22.0,7
2021-01-08,caramel_macchiato,3,26.0,8
2021-01-08,chai_latte,2,18.0,9
2021-01-08,chiffon,1,18.0,10
2021-01-08,chocopie,2,10.0,11
2021-01-08,cold_brew,5,22.0,12
2021-01-08,cookie,5,8.0,13
2021-01-08,cornbread,5,7.0,14
2021-01-08,cream_horn,1,13.0,15
2021-01-08,croissant,41,12.0,16
2021-01-08,croissant_chocolate,19,14.0,17
2021-01-08,donut,9,6.0,18
2021-01-08,earl_grey,3,12.0,19
2021-01-08,eggtart,7,7.0,20
2021-01-08,english_breakfast,6,12.0,21
2021-01-08,espresso,5,15.0,22
2021-01-08,flatbread,9,8.0,24
2021-01-08,hot_chocolate,2,18.0,25
2021-01-08,latte,14,22.0,26
2021-01-08,lemonade,2,14.0,27
2021-01-08,macaron,1,15.0,28
2021-01-08,mantequilla,1,7.5,29
2021-01-08,matcha_latte,6,22.0,30
2021-01-08,melon_bread,1,10.0,31
2021-01-08,milk_tea,7,16.0,32
2021-01-08,mocha,9,26.0,33
2021-01-08,muffin,8,12.0,34
2021-01-08,pancake,15,13.0,35
2021-01-08,pandesal,14,5.0,36
2021-01-08,pizza_bread,17,16.0,37
2021-01-08,pullman,2,9.0,38
2021-01-08,soboru_bread,9,11.0,39
2021-01-08,sourdough,30,22.0,40
2021-01-08,stickbread,21,5.5,41
2021-01-08,tiramisu,2,32.0,42
2021-01-08,tostada,1,10.0,43
2021-01-08,waffle,8,12.0,44
2021-01-09,americano,7,18.0,0
2021-01-09,apple_pie,4,14.0,1
2021-01-09,bagel,3,12.0,2
2021-01-09,baguette,25,18.0,3
2021-01-09,bread_coconut,1,10.0,4
2021-01-09,bread_roll,4,6.5,5
2021-01-09,brioche,1,14.0,6
2021-01-09,cappuccino,5,22.0,7
2021-01-09,caramel_macchiato,1,26.0,8
2021-01-09,chai_latte,1,18.0,9
2021-01-09,chiffon,1,18.0,10
2021-01-09,chocopie,4,10.0,11
2021-01-09,cold_brew,1,22.0,12
2021-01-09,cookie,2,8.0,13
2021-01-09,cornbread,11,7.0,14
2021-01-09,cream_horn,1,13.0,15
2021-01-09,croissant,31,12.0,16
2021-01-09,croissant_chocolate,21,14.0,17
2021-01-09,donut,7,6.0,18
2021-01-09,earl_grey,6,12.0,19
2021-01-09,eggtart,6,7.0,20
2021-01-09,english_breakfast,3,12.0,21
2021-01-09,espresso,10,15.0,22
2021-01-09,flat_white,2,24.0,23
2021-01-09,flatbread,9,8.0,24
2021-01-09,hot_chocolate,3,18.0,25
2021-01-09,latte,7,22.0,26
2021-01-09,lemonade,3,14.0,27
2021-01-09,macaron,1,15.0,28
2021-01-09,mantequilla,1,7.5,29
2021-01-09,matcha_latte,2,22.0,30
2021-01-09,melon_bread,3,10.0,31
2021-01-09,milk_tea,3,16.0,32
2021-01-09,mocha,4,26.0,33
2021-01-09,muffin,15,12.0,34
2021-01-09,pancake,14,13.0,35
2021-01-09,pandesal,38,5.0,36
2021-01-09,pizza_bread,19,16.0,37
2021-01-09,pullman,3,9.0,38
2021-01-09,soboru_bread,6,11.0,39
2021-01-09,sourdough,28,22.0,40
2021-01-09,stickbread,35,5.5,41
2021-01-09,tostada,7,10.0,43
2021-01-09,waffle,7,12.0,44
2021-01-10,americano,6,18.0,0
2021-01-10,apple_pie,4,14.0,1
2021-01-10,bagel,5,12.0,2
2021-01-10,baguette,34,18.0,3
2021-01-10,bread_coconut,2,10.0,4
2021-01-10,bread_roll,6,6.5,5
2021-01-10,brioche,2,14.0,6
2021-01-10,cappuccino,9,22.0,7
2021-01-10,caramel_macchiato,1,26.0,8
2021-01-10,chai_latte,6,18.0,9
2021-01-10,chiffon,1,18.0,10
2021-01-10,chocopie,3,10.0,11
2021-01-10,cold_brew,7,22.0,12
2021-01-10,cookie,4,8.0,13
2021-01-10,cornbread,3,7.0,14
2021-01-10,cream_horn,5,13.0,15
2021-01-10,croissant,47,12.0,16
2021-01-10,croissant_chocolate,44,14.0,17
2021-01-10,donut,10,6.0,18
2021-01-10,earl_grey,1,12.0,19
2021-01-10,eggtart,7,7.0,20
2021-01-10,english_breakfast,2,12.0,21
2021-01-10,espresso,3,15.0,22
2021-01-10,flat_white,3,24.0,23
2021-01-10,flatbread,3,8.0,24
2021-01-10,hot_chocolate,2,18.0,25
2021-01-10,latte,13,22.0,26
2021-01-10,lemonade,4,14.0,27
2021-01-10,mantequilla,6,7.5,29
2021-01-10,matcha_latte,3,22.0,30
2021-01-10,melon_bread,1,10.0,31
2021-01-10,milk_tea,3,16.0,32
2021-01-10,mocha,4,26.0,33
2021-01-10,muffin,7,12.0,34
2021-01-10,pancake,7,13.0,35
2021-01-10,pandesal,19,5.0,36
2021-01-10,pizza_bread,25,16.0,37
2021-01-10,pullman,2,9.0,38
2021-01-10,soboru_bread,3,11.0,39
2021-01-10,sourdough,29,22.0,40
2021-01-10,stickbread,37,5.5,41
2021-01-10,tiramisu,1,32.0,42
2021-01-10,tostada,6,10.0,43
2021-01-10,waffle,9,12.0,44
2021-01-11,americano,11,18.0,0
2021-01-11,apple_pie,1,14.0,1
2021-01-11,bagel,1,12.0,2
2021-01-11,baguette,33,18.0,3
2021-01-11,bread_coconut,1,10.0,4
2021-01-11,brioche,2,14.0,6
2021-01-11,cappuccino,5,22.0,7
2021-01-11,caramel_macchiato,3,26.0,8
2021-01-11,chai_latte,5,18.0,9
2021-01-11,chiffon,1,18.0,10
2021-01-11,chocopie,6,10.0,11
2021-01-11,cold_brew,2,22.0,12
2021-01-11,cookie,7,8.0,13
2021-01-11,cornbread,7,7.0,14
2021-01-11,croissant,14,12.0,16
2021-01-11,croissant_chocolate,19,14.0,17
2021-01-11,donut,7,6.0,18
2021-01-11,earl_grey,2,12.0,19
2021-01-11,eggtart,7,7.0,20
2021-01-11,english_breakfast,1,12.0,21
2021-01-11,espresso,4,15.0,22
2021-01-11,flat_white,2,24.0,23
2021-01-11,flatbread,2,8.0,24
2021-01-11,hot_chocolate,6,18.0,25
2021-01-11,latte,10,22.0,26
2021-01-11,lemonade,3,14.0,27
2021-01-11,macaron,2,15.0,28
2021-01-11,mantequilla,2,7.5,29
2021-01-11,matcha_latte,7,22.0,30
2021-01-11,milk_tea,6,16.0,32
2021-01-11,mocha,6,26.0,33
2021-01-11,muffin,4,12.0,34
2021-01-11,pancake,5,13.0,35
2021-01-11,pandesal,10,5.0,36
2021-01-11,pizza_bread,23,16.0,37
2021-01-11,soboru_bread,8,11.0,39
2021-01-11,sourdough,15,22.0,40
2021-01-11,stickbread,19,5.5,41
2021-01-11,waffle,9,12.0,44
2021-01-12,americano,8,18.0,0
2021-01-12,apple_pie,3,14.0,1
2021-01-12,bagel,3,12.0,2
2021-01-12,baguette,32,18.0,3
2021-01-12,bread_coconut,4,10.0,4
2021-01-12,bread_roll,3,6.5,5
2021-01-12,cappuccino,8,22.0,7
2021-01-12,caramel_macchiato,2,26.0,8
2021-01-12,chai_latte,5,18.0,9
2021-01-12,chocopie,12,10.0,11
2021-01-12,cold_brew,2,22.0,12
2021-01-12,cookie,5,8.0,13
2021-01-12,cornbread,6,7.0,14
2021-01-12,croissant,21,12.0,16
2021-01-12,croissant_chocolate,12,14.0,17
2021-01-12,donut,11,6.0,18
2021-01-12,earl_grey,2,12.0,19
2021-01-12,eggtart,5,7.0,20
2021-01-12,english_breakfast,4,12.0,21
2021-01-12,espresso,9,15.0,22
2021-01-12,flat_white,3,24.0,23
2021-01-12,flatbread,6,8.0,24
2021-01-12,latte,9,22.0,26
2021-01-12,lemonade,1,14.0,27
2021-01-12,macaron,1,15.0,28
2021-01-12,mantequilla,5,7.5,29
2021-01-12,matcha_latte,1,22.0,30
2021-01-12,melon_bread,4,10.0,31
2021-01-12,milk_tea,6,16.0,32
2021-01-12,mocha,1,26.0,33
2021-01-12,muffin,4,12.0,34
2021-01-12,pancake,7,13.0,35
2021-01-12,pandesal,21,5.0,36
2021-01-12,pizza_bread,15,16.0,37
2021-01-12,pullman,1,9.0,38
2021-01-12,soboru_bread,4,11.0,39
2021-01-12,sourdough,37,22.0,40
2021-01-12,stickbread,19,5.5,41
2021-01-12,tiramisu,1,32.0,42
2021-01-12,waffle,7,12.0,44
2021-01-13,americano,7,18.0,0
2021-01-13,bagel,3,12.0,2
2021-01-13,baguette,4,18.0,3
2021-01-13,bread_coconut,1,10.0,4
2021-01-13,bread_roll,1,6.5,5
2021-01-13,brioche,1,14.0,6
2021-01-13,cappuccino,10,22.0,7
2021-01-13,caramel_macchiato,2,26.0,8
2021-01-13,chai_latte,7,18.0,9
2021-01-13,chocopie,9,10.0,11
2021-01-13,cold_brew,3,22.0,12
2021-01-13,cookie,1,8.0,13
2021-01-13,cornbread,5,7.0,14
2021-01-13,cream_horn,3,13.0,15
2021-01-13,croissant_chocolate,1,14.0,17
2021-01-13,donut,5,6.0,18
2021-01-13,earl_grey,3,12.0,19
2021-01-13,eggtart,3,7.0,20
2021-01-13,english_breakfast,4,12.0,21
2021-01-13,espresso,6,15.0,22
2021-01-13,flat_white,4,24.0,23
2021-01-13,flatbread,3,8.0,24
2021-01-13,hot_chocolate,6,18.0,25
2021-01-13,latte,10,22.0,26
2021-01-13,lemonade,3,14.0,27
2021-01-13,macaron,2,15.0,28
2021-01-13,mantequilla,1,7.5,29
2021-01-13,matcha_latte,4,22.0,30
2021-01-13,melon_bread,5,10.0,31
2021-01-13,milk_tea,3,16.0,32
2021-01-13,mocha,2,26.0,33
2021-01-13,muffin,7,12.0,34
2021-01-13,pancake,10,13.0,35
2021-01-13,pandesal,16,5.0,36
2021-01-13,pizza_bread,18,16.0,37
2021-01-13,pullman,2,9.0,38
2021-01-13,soboru_bread,3,11.0,39
2021-01-13,sourdough,16,22.0,40
2021-01-13,stickbread,23,5.5,41
2021-01-13,tostada,1,10.0,43
2021-01-13,waffle,2,12.0,44
2021-01-14,americano,11,18.0,0
2021-01-14,apple_pie,1,14.0,1
2021-01-14,bagel,1,12.0,2
2021-01-14,baguette,25,18.0,3
2021-01-14,bread_coconut,2,10.0,4
2021-01-14,bread_roll,3,6.5,5
2021-01-14,brioche,1,14.0,6
2021-01-14,cappuccino,12,22.0,7
2021-01-14,caramel_macchiato,3,26.0,8
2021-01-14,chai_latte,6,18.0,9
2021-01-14,chocopie,10,10.0,11
2021-01-14,cold_brew,4,22.0,12
2021-01-14,cookie,2,8.0,13
2021-01-14,cornbread,6,7.0,14
2021-01-14,croissant,22,12.0,16
2021-01-14,croissant_chocolate,16,14.0,17
2021-01-14,donut,10,6.0,18
2021-01-14,earl_grey,1,12.0,19
2021-01-14,eggtart,5,7.0,20
2021-01-14,english_breakfast,2,12.0,21
2021-01-14,espresso,5,15.0,22
2021-01-14,flat_white,2,24.0,23
2021-01-14,flatbread,5,8.0,24
2021-01-14,hot_chocolate,1,18.0,25
2021-01-14,latte,10,22.0,26
2021-01-14,lemonade,4,14.0,27
2021-01-14,mantequilla,6,7.5,29
2021-01-14,matcha_latte,5,22.0,30
2021-01-14,melon_bread,3,10.0,31
2021-01-14,milk_tea,4,16.0,32
2021-01-14,mocha,6,26.0,33
2021-01-14,muffin,5,12.0,34
2021-01-14,pancake,2,13.0,35
2021-01-14,pandesal,17,5.0,36
2021-01-14,pizza_bread,12,16.0,37
2021-01-14,pullman,2,9.0,38
2021-01-14,soboru_bread,10,11.0,39
2021-01-14,sourdough,24,22.0,40
2021-01-14,stickbread,25,5.5,41
2021-01-14,tostada,1,10.0,43
2021-01-14,waffle,11,12.0,44
2021-01-15,americano,9,18.0,0
2021-01-15,apple_pie,2,14.0,1
2021-01-15,bagel,4,12.0,2
2021-01-15,baguette,17,18.0,3
2021-01-15,bread_coconut,2,10.0,4
2021-01-15,brioche,4,14.0,6
2021-01-15,cappuccino,7,22.0,7
2021-01-15,caramel_macchiato,5,26.0,8
2021-01-15,chai_latte,4,18.0,9
2021-01-15,chiffon,1,18.0,10
2021-01-15,chocopie,5,10.0,11
2021-01-15,cold_brew,2,22.0,12
2021-01-15,cookie,2,8.0,13
2021-01-15,cornbread,2,7.0,14
2021-01-15,croissant,33,12.0,16
2021-01-15,croissant_chocolate,22,14.0,17
2021-01-15,donut,3,6.0,18
2021-01-15,earl_grey,4,12.0,19
2021-01-15,eggtart,7,7.0,20
2021-01-15,espresso,5,15.0,22
2021-01-15,flat_white,4,24.0,23
2021-01-15,flatbread,6,8.0,24
2021-01-15,hot_chocolate,4,18.0,25
2021-01-15,latte,11,22.0,26
2021-01-15,lemonade,1,14.0,27
2021-01-15,matcha_latte,2,22.0,30
2021-01-15,melon_bread,2,10.0,31
2021-01-15,mocha,1,26.0,33
2021-01-15,muffin,4,12.0,34
2021-01-15,pancake,6,13.0,35
2021-01-15,pandesal,21,5.0,36
2021-01-15,pizza_bread,24,16.0,37
2021-01-15,sourdough,18,22.0,40
2021-01-15,stickbread,19,5.5,41
2021-01-15,waffle,5,12.0,44
2021-01-16,americano,6,18.0,0
2021-01-16,apple_pie,3,14.0,1
2021-01-16,bagel,7,12.0,2
2021-01-16,baguette,27,18.0,3
2021-01-16,bread_coconut,5,10.0,4
2021-01-16,bread_roll,3,6.5,5
2021-01-16,brioche,2,14.0,6
2021-01-16,cappuccino,5,22.0,7
2021-01-16,caramel_macchiato,3,26.0,8
2021-01-16,chai_latte,3,18.0,9
2021-01-16,chiffon,1,18.0,10
2021-01-16,chocopie,15,10.0,11
2021-01-16,cold_brew,2,22.0,12
2021-01-16,cookie,6,8.0,13
2021-01-16,cornbread,10,7.0,14
2021-01-16,cream_horn,1,13.0,15
2021-01-16,croissant,27,12.0,16
2021-01-16,croissant_chocolate,17,14.0,17
2021-01-16,donut,14,6.0,18
2021-01-16,earl_grey,3,12.0,19
2021-01-16,eggtart,15,7.0,20
2021-01-16,english_breakfast,3,12.0,21
2021-01-16,espresso,3,15.0,22
2021-01-16,flat_white,1,24.0,23
2021-01-16,flatbread,8,8.0,24
2021-01-16,hot_chocolate,6,18.0,25
2021-01-16,latte,15,22.0,26
2021-01-16,lemonade,5,14.0,27
2021-01-16,mantequilla,1,7.5,29
2021-01-16,matcha_latte,8,22.0,30
2021-01-16,melon_bread,3,10.0,31
2021-01-16,milk_tea,4,16.0,32
2021-01-16,mocha,3,26.0,33
2021-01-16,muffin,8,12.0,34
2021-01-16,pancake,10,13.0,35
2021-01-16,pandesal,24,5.0,36
2021-01-16,pizza_bread,31,16.0,37
2021-01-16,pullman,3,9.0,38
2021-01-16,soboru_bread,17,11.0,39
2021-01-16,sourdough,38,22.0,40
2021-01-16,stickbread,38,5.5,41
2021-01-16,tostada,3,10.0,43
2021-01-16,waffle,10,12.0,44
2021-01-17,americano,8,18.0,0
2021-01-17,apple_pie,1,14.0,1
2021-01-17,bagel,1,12.0,2
2021-01-17,baguette,32,18.0,3
2021-01-17,bread_coconut,9,10.0,4
2021-01-17,bread_roll,4,6.5,5
2021-01-17,brioche,1,14.0,6
2021-01-17,cappuccino,4,22.0,7
2021-01-17,caramel_macchiato,1,26.0,8
2021-01-17,chai_latte,3,18.0,9
2021-01-17,chiffon,4,18.0,10
2021-01-17,chocopie,4,10.0,11
2021-01-17,cold_brew,3,22.0,12
2021-01-17,cookie,11,8.0,13
2021-01-17,cornbread,6,7.0,14
2021-01-17,cream_horn,3,13.0,15
2021-01-17,croissant,44,12.0,16
2021-01-17,croissant_chocolate,48,14.0,17
2021-01-17,donut,4,6.0,18
2021-01-17,earl_grey,5,12.0,19
2021-01-17,eggtart,4,7.0,20
2021-01-17,english_breakfast,4,12.0,21
2021-01-17,flat_white,4,24.0,23
2021-01-17,flatbread,9,8.0,24
2021-01-17,hot_chocolate,4,18.0,25
2021-01-17,latte,7,22.0,26
2021-01-17,lemonade,1,14.0,27
2021-01-17,mantequilla,4,7.5,29
2021-01-17,matcha_latte,2,22.0,30
2021-01-17,melon_bread,6,10.0,31
2021-01-17,milk_tea,3,16.0,32
2021-01-17,mocha,8,26.0,33
2021-01-17,muffin,10,12.0,34
2021-01-17,pancake,6,13.0,35
2021-01-17,pandesal,27,5.0,36
2021-01-17,pizza_bread,23,16.0,37
2021-01-17,pullman,1,9.0,38
