date,product_id,category,daily_tickets,day_of_week,month,is_weekend,is_holiday,lag_1,lag_7_avg,lag_30_avg,roll_std_7,roll_std_14,trend_7,is_day1,is_top3,discount_pct,is_member_day,is_new_product,is_competitor,is_rainy,temp_mean,temp_range,is_cold_day,is_hot_day,large_ratio,cold_ratio,sweetness_avg,ice_avg,temp_hot_ratio,quantity,product_name
2023-01-01,10,0,50,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,11.8,1,0,0.0,0.0,2.0,0.0,0.7701633331041463,5,cookie
2023-01-01,11,0,50,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,11.8,1,0,0.0,0.0,0.0,0.0,0.7701633331041463,1,cornbread
2023-01-01,12,0,50,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,11.8,1,0,0.0,0.0,0.0,0.0,0.7701633331041463,1,cream_horn
2023-01-01,13,0,50,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,11.8,1,0,0.0,0.0,0.0,0.0,0.7701633331041463,2,croissant
2023-01-01,14,0,50,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,11.8,1,0,0.0,1.0,0.0,2.0,0.7701633331041463,1,croissant_chocolate
2023-01-01,15,0,50,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,11.8,1,0,0.0,0.0,0.0,0.0,0.7701633331041463,1,donut
2023-01-01,16,0,50,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,11.8,1,0,0.0,0.0,0.0,0.0,0.7701633331041463,1,eggtart
2023-01-01,17,0,50,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,11.8,1,0,0.0,0.0,0.0,0.0,0.7701633331041463,0,flatbread
2023-01-01,18,0,50,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,13.8,11.8,1,0,0.0,0.0,0.0,0.0,0.7701633331041463,3,macaron
2023-01-01,19,0,50,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,11.8,1,0,0.0,0.0,0.0,0.0,0.7701633331041463,2,mantequilla
2023-01-01,20,0,50,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,11.8,1,0,0.0,0.0,0.0,0.0,0.7701633331041463,3,melon_bread
2023-01-01,21,0,50,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,11.8,1,0,0.0,0.0,3.0,0.0,0.7701633331041463,5,muffin
2023-01-01,22,0,50,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,11.8,1,0,0.0,0.0,0.0,0.0,0.7701633331041463,1,pancake
2023-01-01,23,0,50,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,11.8,1,0,0.0,0.0,0.0,0.0,0.7701633331041463,5,pandesal
2023-01-01,24,0,50,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,11.8,1,0,0.0,0.0,1.0,0.0,0.7701633331041463,8,pizza_bread
2023-01-01,25,0,50,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,11.8,1,0,0.0,0.0,2.0,0.0,0.7701633331041463,4,pullman
2023-01-01,26,0,50,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,11.8,1,0,0.0,0.0,0.0,0.0,0.7701633331041463,1,soboru_bread
2023-01-01,27,0,50,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,13.8,11.8,1,0,0.0,0.0,2.333333333333333,0.0,0.7701633331041463,6,sourdough
2023-01-01,28,0,50,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2312395759267983,0.0,0.0,0.0,0.0,13.8,11.8,1,0,0.3333333333333333,0.0,2.6666666666666665,0.0,0.7701633331041463,19,stickbread
2023-01-01,29,0,50,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1298263606133207,0.0,0.0,0.0,0.0,13.8,11.8,1,0,0.3333333333333333,1.0,2.333333333333333,0.6666666666666666,0.7701633331041463,3,tostada
2023-01-01,30,1,50,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,11.8,1,0,0.0,0.0,0.0,0.0,0.7701633331041463,1,latte
2023-01-01,31,1,50,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,11.8,1,0,0.0,0.0,0.0,0.0,0.7701633331041463,1,americano
2023-01-01,32,1,50,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,11.8,1,0,0.0,0.0,2.0,0.0,0.7701633331041463,2,cappuccino
2023-01-01,33,1,50,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,11.8,1,0,0.0,0.0,0.0,0.0,0.7701633331041463,0,mocha
2023-01-01,34,1,50,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,11.8,1,0,0.0,0.0,3.0,0.0,0.7701633331041463,1,espresso
2023-01-01,35,1,50,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0915548979475116,0.0,0.0,0.0,0.0,13.8,11.8,1,0,0.0,0.0,2.0,0.0,0.7701633331041463,12,flat_white
2023-01-01,36,1,50,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,11.8,1,0,0.0,0.0,0.0,0.0,0.7701633331041463,3,caramel_macchiato
2023-01-01,37,1,50,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,11.8,1,0,0.0,0.0,0.0,0.0,0.7701633331041463,1,cold_brew
2023-01-01,38,1,50,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,11.8,1,0,0.0,0.0,0.0,0.0,0.7701633331041463,1,hot_chocolate
2023-01-01,39,1,50,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,13.8,11.8,1,0,0.0,0.0,0.0,0.0,0.7701633331041463,1,matcha_latte
2023-01-01,40,1,50,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,11.8,1,0,0.0,0.0,0.0,0.0,0.7701633331041463,1,milk_tea
2023-01-01,41,1,50,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,11.8,1,0,0.0,0.0,0.0,0.0,0.7701633331041463,1,chai_latte
2023-01-01,42,1,50,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,13.8,11.8,1,0,0.0,0.0,0.0,0.0,0.7701633331041463,1,earl_grey
2023-01-01,43,1,50,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,11.8,1,0,0.0,0.0,0.0,0.0,0.7701633331041463,2,english_breakfast
2023-01-01,44,1,50,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,11.8,1,0,0.0,0.0,0.0,0.0,0.7701633331041463,1,lemonade
2023-01-02,0,0,141,0,1,0,1,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.5,0.0,1.0,0.0,0.7463669613778174,15,apple_pie
2023-01-02,1,0,141,0,1,0,1,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,0.0,0.0,0.0,0.7463669613778174,2,bagel
2023-01-02,2,0,141,0,1,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.999999999999998,0,0,0.0,0.0,0.0,0.0,0.7463669613778174,0,baguette
2023-01-02,3,0,141,0,1,0,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0858571256321089,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,0.0,0.0,0.0,0.7463669613778174,46,bread_coconut
2023-01-02,4,0,141,0,1,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,0.0,0.0,0.0,0.7463669613778174,1,bread_roll
2023-01-02,5,0,141,0,1,0,1,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,0.0,0.0,0.0,0.7463669613778174,4,brioche
2023-01-02,6,0,141,0,1,0,1,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,0.0,0.0,0.0,0.7463669613778174,3,brownie
2023-01-02,7,0,141,0,1,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,0.0,0.0,0.0,0.7463669613778174,1,chiffon
2023-01-02,8,0,141,0,1,0,1,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,0.0,1.0,0.0,0.7463669613778174,10,chocolate_cake
2023-01-02,9,0,141,0,1,0,1,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,0.0,3.0,0.0,0.7463669613778174,3,chocopie
2023-01-02,10,0,141,0,1,0,1,5.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,0.0,2.0,0.0,0.7463669613778174,6,cookie
2023-01-02,11,0,141,0,1,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,0.0,0.0,0.0,0.7463669613778174,1,cornbread
2023-01-02,12,0,141,0,1,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,0.0,0.0,0.0,0.7463669613778174,1,cream_horn
2023-01-02,13,0,141,0,1,0,1,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,0.0,0.0,0.0,0.7463669613778174,4,croissant
2023-01-02,14,0,141,0,1,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,1.0,2.0,2.0,0.7463669613778174,1,croissant_chocolate
2023-01-02,15,0,141,0,1,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,0.0,0.0,0.0,0.7463669613778174,8,donut
2023-01-02,16,0,141,0,1,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,0.0,0.0,0.0,0.7463669613778174,1,eggtart
2023-01-02,17,0,141,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,0.0,0.0,0.0,0.7463669613778174,11,flatbread
2023-01-02,18,0,141,0,1,0,1,3.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.1909196164235341,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,0.0,0.0,0.0,0.7463669613778174,82,macaron
2023-01-02,19,0,141,0,1,0,1,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.1404575142861334,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,0.0,0.0,0.0,0.7463669613778174,55,mantequilla
2023-01-02,20,0,141,0,1,0,1,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,0.0,0.0,0.0,0.7463669613778174,21,melon_bread
2023-01-02,21,0,141,0,1,0,1,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.3333333333333333,0.0,0.0,0.0,0.7463669613778174,3,muffin
2023-01-02,22,0,141,0,1,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,0.0,0.0,0.0,0.7463669613778174,1,pancake
2023-01-02,23,0,141,0,1,0,1,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,0.0,0.0,0.0,0.7463669613778174,2,pandesal
2023-01-02,24,0,141,0,1,0,1,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.5,0.0,0.0,0.0,0.7463669613778174,8,pizza_bread
2023-01-02,25,0,141,0,1,0,1,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,0.0,2.5,0.0,0.7463669613778174,4,pullman
2023-01-02,26,0,141,0,1,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,0.0,0.0,0.0,0.7463669613778174,1,soboru_bread
2023-01-02,27,0,141,0,1,0,1,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,0.0,3.0,0.0,0.7463669613778174,5,sourdough
2023-01-02,28,0,141,0,1,0,1,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,0.0,1.6666666666666667,0.0,0.7463669613778174,21,stickbread
2023-01-02,29,0,141,0,1,0,1,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,1.0,1.0,3.0,0.0,0.7463669613778174,1,tostada
2023-01-02,30,1,141,0,1,0,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,0.0,0.0,0.0,0.7463669613778174,1,latte
2023-01-02,31,1,141,0,1,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,0.0,0.0,0.0,0.7463669613778174,1,americano
2023-01-02,32,1,141,0,1,0,1,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,0.0,2.0,0.0,0.7463669613778174,2,cappuccino
2023-01-02,33,1,141,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,0.0,0.0,0.0,0.7463669613778174,1,mocha
2023-01-02,34,1,141,0,1,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,0.0,2.0,0.0,0.7463669613778174,3,espresso
2023-01-02,35,1,141,0,1,0,1,12.0,12.0,12.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.3333333333333333,0.0,3.0,0.0,0.7463669613778174,5,flat_white
2023-01-02,36,1,141,0,1,0,1,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,0.0,0.0,0.0,0.7463669613778174,4,caramel_macchiato
2023-01-02,37,1,141,0,1,0,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,0.0,0.0,0.0,0.7463669613778174,15,cold_brew
2023-01-02,38,1,141,0,1,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,0.0,0.0,0.0,0.7463669613778174,2,hot_chocolate
2023-01-02,39,1,141,0,1,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.999999999999998,0,0,0.0,0.0,0.0,0.0,0.7463669613778174,0,matcha_latte
2023-01-02,40,1,141,0,1,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,0.0,0.0,0.0,0.7463669613778174,1,milk_tea
2023-01-02,41,1,141,0,1,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,0.0,0.0,0.0,0.7463669613778174,1,chai_latte
2023-01-02,42,1,141,0,1,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,0.0,0.0,0.0,0.7463669613778174,3,earl_grey
2023-01-02,43,1,141,0,1,0,1,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,0.0,0.0,0.0,0.7463669613778174,2,english_breakfast
2023-01-02,44,1,141,0,1,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5.999999999999998,0,0,0.0,0.0,0.0,0.0,0.7463669613778174,1,lemonade
2023-01-03,0,0,137,1,1,0,0,15.0,15.5,15.5,0.7071067811865476,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,6.9,1,0,0.0,0.0,0.0,0.0,0.773632225163071,18,apple_pie
2023-01-03,1,0,137,1,1,0,0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,13.6,6.9,1,0,0.0,0.0,0.0,0.0,0.773632225163071,4,bagel
2023-01-03,2,0,137,1,1,0,0,0.0,0.5,0.5,0.7071067811865476,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,6.9,1,0,0.0,0.0,0.0,0.0,0.773632225163071,1,baguette
2023-01-03,3,0,137,1,1,0,0,46.0,23.5,23.5,31.81980515339464,0.0,22.5,1.0,1.0,0.1130790434397688,0.0,0.0,0.0,0.0,13.6,6.9,1,0,0.0,0.0,0.0,0.0,0.773632225163071,37,bread_coconut
2023-01-03,4,0,137,1,1,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,6.9,1,0,0.0,0.0,0.0,0.0,0.773632225163071,1,bread_roll
2023-01-03,5,0,137,1,1,0,0,4.0,3.0,3.0,1.4142135623730951,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,6.9,1,0,0.0,0.0,0.0,0.0,0.773632225163071,4,brioche
2023-01-03,6,0,137,1,1,0,0,3.0,2.5,2.5,0.7071067811865476,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,6.9,1,0,0.0,0.0,0.0,0.0,0.773632225163071,3,brownie
2023-01-03,7,0,137,1,1,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,6.9,1,0,0.0,0.0,0.0,0.0,0.773632225163071,1,chiffon
2023-01-03,8,0,137,1,1,0,0,10.0,11.0,11.0,1.4142135623730951,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,6.9,1,0,0.5,0.0,1.5,0.0,0.773632225163071,12,chocolate_cake
2023-01-03,9,0,137,1,1,0,0,3.0,3.5,3.5,0.7071067811865476,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,6.9,1,0,0.5,0.0,3.0,0.0,0.773632225163071,5,chocopie
2023-01-03,10,0,137,1,1,0,0,6.0,5.5,5.5,0.7071067811865476,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,6.9,1,0,1.0,0.0,2.0,0.0,0.773632225163071,2,cookie
2023-01-03,11,0,137,1,1,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,6.9,1,0,0.0,0.0,0.0,0.0,0.773632225163071,1,cornbread
2023-01-03,12,0,137,1,1,0,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,13.6,6.9,1,0,0.0,0.0,0.0,0.0,0.773632225163071,1,cream_horn
2023-01-03,13,0,137,1,1,0,0,4.0,3.0,3.0,1.4142135623730951,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,6.9,1,0,0.0,0.0,0.0,0.0,0.773632225163071,2,croissant
2023-01-03,14,0,137,1,1,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,6.9,1,0,0.0,1.0,3.0,1.0,0.773632225163071,1,croissant_chocolate
2023-01-03,15,0,137,1,1,0,0,8.0,4.5,4.5,4.949747468305833,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,6.9,1,0,0.0,0.0,0.0,0.0,0.773632225163071,2,donut
2023-01-03,16,0,137,1,1,0,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,13.6,6.9,1,0,0.0,0.0,0.0,0.0,0.773632225163071,1,eggtart
2023-01-03,17,0,137,1,1,0,0,11.0,5.5,5.5,7.7781745930520225,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,6.9,1,0,0.0,0.0,0.0,0.0,0.773632225163071,10,flatbread
2023-01-03,18,0,137,1,1,0,0,82.0,42.5,42.5,55.86143571373726,0.0,39.5,1.0,1.0,0.2220780508220246,0.0,0.0,0.0,0.0,13.6,6.9,1,0,0.0,0.0,0.0,0.0,0.773632225163071,78,macaron
2023-01-03,19,0,137,1,1,0,0,55.0,28.5,28.5,37.476659402887016,0.0,26.5,0.0,1.0,0.1285968875221584,0.0,0.0,0.0,0.0,13.6,6.9,1,0,0.0,0.0,0.0,0.0,0.773632225163071,54,mantequilla
2023-01-03,20,0,137,1,1,0,0,21.0,12.0,12.0,12.727922061357855,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,6.9,1,0,0.0,0.0,0.0,0.0,0.773632225163071,27,melon_bread
2023-01-03,21,0,137,1,1,0,0,3.0,4.0,4.0,1.4142135623730951,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,6.9,1,0,0.5,0.0,0.0,0.0,0.773632225163071,5,muffin
2023-01-03,22,0,137,1,1,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,6.9,1,0,0.0,0.0,0.0,0.0,0.773632225163071,1,pancake
