week_start,product_id,category,weekly_tickets,week_of_year,month,is_holiday_week,lag_1w,lag_4w_avg,lag_8w_avg,is_day1_w,is_top3_w,discount_pct_w,is_member_week,is_new_product_w,is_competitor_w,is_rainy_w,quantity_w
2023-10-09,0,1,315,41,10,0,6.0,5.75,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,5
2023-10-16,0,1,315,42,10,0,5.0,5.5,6.125,0.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,7
2023-10-23,0,1,315,43,10,0,7.0,5.5,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,6
2023-10-30,0,1,315,44,10,0,6.0,6.0,5.875,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,6
2023-11-06,0,1,315,45,11,0,6.0,6.0,5.875,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.2857142857142857,7
2023-11-13,0,1,315,46,11,0,7.0,6.5,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5
2023-11-20,0,1,315,47,11,0,5.0,6.0,5.75,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,0.0,4
2023-11-27,0,1,315,48,11,0,4.0,5.5,5.75,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.14285714285714285,5
2023-12-04,0,1,315,49,12,0,5.0,5.25,5.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2023-12-11,0,1,315,50,12,0,4.0,4.5,5.5,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,0.14285714285714285,6
2023-12-18,0,1,315,51,12,0,6.0,4.75,5.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
2023-12-25,0,1,315,52,12,1,5.0,5.0,5.25,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,0.14285714285714285,6
2024-01-01,0,1,315,1,1,1,6.0,5.25,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
2024-01-08,0,1,315,2,1,0,7.0,6.0,5.25,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.0,6
2024-01-15,0,1,315,3,1,0,6.0,6.0,5.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
2024-01-22,0,1,315,4,1,0,5.0,6.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,3
2024-01-29,0,1,315,5,1,0,3.0,5.25,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,5
2024-02-05,0,1,315,6,2,1,5.0,4.75,5.375,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,5
2024-02-12,0,1,315,7,2,1,5.0,4.5,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
2024-02-19,0,1,315,8,2,0,6.0,4.75,5.375,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,7
2024-02-26,0,1,315,9,2,0,7.0,5.75,5.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
2024-03-04,0,1,315,10,3,0,4.0,5.5,5.125,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.5714285714285714,5
2024-03-11,0,1,315,11,3,0,5.0,5.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,5
2024-03-18,0,1,315,12,3,0,5.0,5.25,5.0,1.0,0.0,0.029805817014142928,0.0,0.0,0.0,0.14285714285714285,5
2024-03-25,0,1,315,13,3,0,5.0,4.75,5.25,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.5714285714285714,6
2024-04-01,0,1,315,14,4,1,6.0,5.25,5.375,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,6
2024-04-08,0,1,315,15,4,0,6.0,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2024-04-15,0,1,315,16,4,0,3.0,5.0,5.125,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.5714285714285714,12
2024-04-22,0,1,315,17,4,0,12.0,6.75,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,4
2024-04-29,0,1,315,18,4,1,4.0,6.25,5.75,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,1.0,8
2024-05-06,0,1,315,19,5,0,8.0,6.75,6.125,0.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,6
2024-05-13,0,1,315,20,5,0,6.0,7.5,6.25,0.0,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,5
2024-05-20,0,1,315,21,5,0,5.0,5.75,6.25,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,0.5714285714285714,5
2024-05-27,0,1,315,22,5,0,5.0,6.0,6.125,0.0,0.0,0.0,1.0,0.0,0.0,0.5714285714285714,12
2024-06-03,0,1,315,23,6,0,12.0,7.0,6.875,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.8571428571428571,7
2024-06-10,0,1,315,24,6,1,7.0,7.25,7.375,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,6
2024-06-17,0,1,315,25,6,0,6.0,7.5,6.625,0.0,0.0,0.0,1.0,0.0,0.0,0.8571428571428571,6
2024-06-24,0,1,315,26,6,0,6.0,7.75,6.875,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,6
2024-07-01,0,1,315,27,7,0,6.0,6.25,6.625,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,6
2024-07-08,0,1,315,28,7,0,6.0,6.0,6.625,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,7
2024-07-15,0,1,315,29,7,0,7.0,6.25,6.875,0.0,0.0,0.0,1.0,0.0,0.0,1.0,11
2024-07-22,0,1,315,30,7,0,11.0,7.5,7.625,1.0,0.0,0.08571428571428573,1.0,0.0,0.0,0.5714285714285714,10
2024-07-29,0,1,315,31,7,0,10.0,8.5,7.375,1.0,0.0,0.05714285714285715,0.0,0.0,0.0,0.7142857142857143,14
2024-08-05,0,1,315,32,8,0,14.0,10.5,8.25,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.7142857142857143,11
2024-08-12,0,1,315,33,8,0,11.0,11.5,8.875,0.0,0.0,0.0,1.0,0.0,0.0,1.0,14
2024-08-19,0,1,315,34,8,0,14.0,12.25,9.875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9
2024-08-26,0,1,315,35,8,0,9.0,12.0,10.25,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.5714285714285714,6
2024-09-02,0,1,315,36,9,0,6.0,10.0,10.25,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.7142857142857143,6
2024-09-09,0,1,315,37,9,1,6.0,8.75,10.125,1.0,0.0,0.05714285714285715,0.0,0.0,0.0,0.8571428571428571,7
2024-09-16,0,1,315,38,9,1,7.0,7.0,9.625,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.5714285714285714,6
2024-09-23,0,1,315,39,9,0,6.0,6.25,9.125,0.0,0.0,0.0,1.0,0.0,0.0,0.5714285714285714,7
2024-09-30,0,1,315,40,9,1,7.0,6.5,8.25,1.0,0.0,0.05714285714285715,0.0,0.0,0.0,0.0,7
2024-10-07,0,1,315,41,10,1,7.0,6.75,7.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6
2024-10-14,0,1,315,42,10,0,6.0,6.5,6.75,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.2857142857142857,6
2024-10-21,0,1,315,43,10,0,6.0,6.5,6.375,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,0.0,6
2024-10-28,0,1,315,44,10,0,6.0,6.25,6.375,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.14285714285714285,7
2024-11-04,0,1,315,45,11,0,7.0,6.25,6.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7
2024-11-11,0,1,315,46,11,0,7.0,6.5,6.5,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,0.42857142857142855,7
2024-11-18,0,1,315,47,11,0,7.0,6.75,6.625,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.14285714285714285,5
2024-11-25,0,1,315,48,11,0,5.0,6.5,6.375,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.14285714285714285,5
2024-12-02,0,1,315,49,12,0,5.0,6.0,6.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7
2024-12-09,0,1,315,50,12,0,7.0,6.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
2024-12-16,0,1,315,51,12,0,5.0,5.5,6.125,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.0,5
2024-12-23,0,1,315,52,12,0,5.0,5.5,6.0,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,0.0,5
2024-12-30,0,1,315,1,12,1,5.0,5.5,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2022-12-26,1,0,45,52,12,1,0.0,0.0,0.0,0.0,1.0,0.1546128720786725,0.0,0.0,0.0,0.0,16
2023-01-02,1,0,315,1,1,1,16.0,16.0,16.0,1.0,1.0,0.08346457113958175,1.0,0.0,0.0,0.2857142857142857,120
2023-01-09,1,0,315,2,1,0,120.0,68.0,68.0,1.0,1.0,0.06850716421780949,0.0,0.0,0.0,1.0,120
2023-01-16,1,0,315,3,1,1,120.0,85.33333333333333,85.33333333333333,1.0,1.0,0.06146651116257316,1.0,0.0,0.0,0.0,125
2023-01-23,1,0,315,4,1,1,125.0,95.25,95.25,1.0,1.0,0.05753754750598174,1.0,0.0,0.0,0.0,130
2023-01-30,1,0,315,5,1,0,130.0,123.75,102.2,0.0,1.0,0.05507846756515323,0.0,0.0,0.0,0.2857142857142857,105
2023-02-06,1,0,315,6,2,0,105.0,120.0,102.66666666666667,0.0,1.0,0.035143382753410904,1.0,0.0,0.0,0.2857142857142857,98
2023-02-13,1,0,315,7,2,0,98.0,114.5,102.0,1.0,1.0,0.057639960784453645,1.0,0.0,0.0,0.14285714285714285,113
2023-02-20,1,0,315,8,2,0,113.0,111.5,103.375,1.0,1.0,0.0811686732702256,0.0,0.0,0.0,0.0,108
2023-02-27,1,0,315,9,2,0,108.0,106.0,114.875,0.0,1.0,0.0346998275995565,1.0,0.0,0.0,0.0,81
2023-03-06,1,0,315,10,3,0,81.0,100.0,110.0,1.0,1.0,0.10837677068097953,1.0,0.0,0.0,0.0,79
2023-03-13,1,0,315,11,3,0,79.0,95.25,104.875,0.0,1.0,0.04967200642167429,1.0,0.0,0.0,0.0,78
2023-03-20,1,0,315,12,3,0,78.0,86.5,99.0,0.0,1.0,0.04475478268645228,0.0,0.0,0.0,0.7142857142857143,86
2023-03-27,1,0,315,13,3,0,86.0,81.0,93.5,1.0,1.0,0.08807957545769089,1.0,0.0,0.0,1.0,89
2023-04-03,1,0,315,14,4,1,89.0,83.0,91.5,0.0,1.0,0.017973991465417914,1.0,0.0,0.0,0.5714285714285714,68
2023-04-10,1,0,315,15,4,0,68.0,80.25,87.75,1.0,1.0,0.0470989664961708,0.0,0.0,0.0,0.5714285714285714,71
2023-04-17,1,0,315,16,4,0,71.0,78.5,82.5,0.0,0.0,0.0,1.0,0.0,0.0,0.8571428571428571,61
2023-04-24,1,0,315,17,4,1,61.0,72.25,76.625,0.0,0.0,0.0,1.0,0.0,0.0,0.42857142857142855,75
2023-05-01,1,0,315,18,5,1,75.0,68.75,75.875,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,0.2857142857142857,56
2023-05-08,1,0,315,19,5,0,56.0,65.75,73.0,1.0,1.0,0.015345919590222499,1.0,0.0,0.0,0.8571428571428571,63
2023-05-15,1,0,315,20,5,0,63.0,63.75,71.125,1.0,1.0,0.09900341553112289,1.0,0.0,0.0,0.7142857142857143,61
2023-05-22,1,0,315,21,5,0,61.0,63.75,68.0,1.0,1.0,0.07185431489004054,1.0,0.0,0.0,0.7142857142857143,56
2023-05-29,1,0,315,22,5,0,56.0,59.0,63.875,0.0,1.0,0.03100982368728756,0.0,0.0,0.0,0.7142857142857143,46
2023-06-05,1,0,315,23,6,0,46.0,56.5,61.125,0.0,0.0,0.0,1.0,0.0,0.0,0.8571428571428571,46
2023-06-12,1,0,315,24,6,0,46.0,52.25,58.0,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.8571428571428571,45
2023-06-19,1,0,315,25,6,1,45.0,48.25,56.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42
2023-06-26,1,0,315,26,6,0,42.0,44.75,51.875,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.8571428571428571,42
2023-07-03,1,0,315,27,7,0,42.0,43.75,50.125,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.42857142857142855,36
2023-07-10,1,0,315,28,7,0,36.0,41.25,46.75,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,0.14285714285714285,31
2023-07-17,1,0,315,29,7,0,31.0,37.75,43.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,40
2023-07-24,1,0,315,30,7,0,40.0,37.25,41.0,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.42857142857142855,41
2023-07-31,1,0,315,31,7,0,41.0,37.0,40.375,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,0.7142857142857143,41
2023-08-07,1,0,315,32,8,0,41.0,38.25,39.75,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,0.5714285714285714,42
2023-08-14,1,0,315,33,8,0,42.0,41.0,39.375,0.0,0.0,0.0,1.0,0.0,0.0,1.0,43
2023-08-21,1,0,315,34,8,0,43.0,41.75,39.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40
2023-08-28,1,0,315,35,8,0,40.0,41.5,39.25,1.0,0.0,0.06424319605338126,1.0,0.0,0.0,0.8571428571428571,50
2023-09-04,1,0,315,36,9,0,50.0,43.75,41.0,1.0,0.0,0.08571428571428573,1.0,0.0,0.0,0.7142857142857143,55
2023-09-11,1,0,315,37,9,0,55.0,47.0,44.0,1.0,1.0,0.10550917645170203,0.0,0.0,0.0,1.0,50
2023-09-18,1,0,315,38,9,0,50.0,48.75,45.25,1.0,1.0,0.05638477021667015,1.0,0.0,0.0,0.7142857142857143,53
2023-09-25,1,0,315,39,9,1,53.0,52.0,46.75,0.0,0.0,0.0,1.0,0.0,0.0,0.8571428571428571,55
2023-10-02,1,0,315,40,10,1,55.0,53.25,48.5,0.0,0.0,0.0,1.0,0.0,0.0,0.42857142857142855,66
2023-10-09,1,0,315,41,10,0,66.0,56.0,51.5,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,0.2857142857142857,65
2023-10-16,1,0,315,42,10,0,65.0,59.75,54.25,1.0,0.0,0.08571428571428573,1.0,0.0,0.0,0.7142857142857143,74
2023-10-23,1,0,315,43,10,0,74.0,65.0,58.5,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.2857142857142857,65
2023-10-30,1,0,315,44,10,0,65.0,67.5,60.375,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,62
2023-11-06,1,0,315,45,11,0,62.0,66.5,61.25,1.0,0.0,0.1142857142857143,1.0,0.0,0.0,0.2857142857142857,85
2023-11-13,1,0,315,46,11,0,85.0,71.5,65.625,1.0,1.0,0.09319890554380085,1.0,0.0,0.0,0.0,91
2023-11-20,1,0,315,47,11,0,91.0,75.75,70.375,1.0,1.0,0.09809006572006822,0.0,0.0,0.0,0.0,77
2023-11-27,1,0,315,48,11,0,77.0,78.75,73.125,1.0,1.0,0.10498232940252761,1.0,0.0,0.0,0.2857142857142857,98
2023-12-04,1,0,315,49,12,0,98.0,87.75,77.125,1.0,1.0,0.13802835708295863,1.0,0.0,0.0,0.14285714285714285,129
2023-12-11,1,0,315,50,12,0,129.0,98.75,85.125,1.0,1.0,0.06384222926801182,0.0,0.0,0.0,0.14285714285714285,101
2023-12-18,1,0,315,51,12,0,101.0,101.25,88.5,1.0,1.0,0.06414375333916801,1.0,0.0,0.0,0.0,131
2023-12-25,1,0,315,52,12,1,131.0,114.75,96.75,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.14285714285714285,114
2024-01-01,1,0,315,1,1,1,114.0,118.75,103.25,1.0,1.0,0.09695801073739406,0.0,0.0,0.0,0.0,104
2024-01-08,1,0,315,2,1,0,104.0,112.5,105.625,1.0,1.0,0.09295835190472859,1.0,0.0,0.0,0.0,110
2024-01-15,1,0,315,3,1,0,110.0,114.75,108.0,1.0,1.0,0.09678649911000108,1.0,0.0,0.0,0.0,106
2024-01-22,1,0,315,4,1,0,106.0,108.5,111.625,1.0,1.0,0.08164720188155887,1.0,0.0,0.0,0.5714285714285714,161
2024-01-29,1,0,315,5,1,0,161.0,120.25,119.5,1.0,1.0,0.12859426075907623,0.0,0.0,0.0,0.2857142857142857,102
2024-02-05,1,0,315,6,2,1,102.0,119.75,116.125,1.0,1.0,0.08417511502168298,1.0,0.0,0.0,0.7142857142857143,131
2024-02-12,1,0,315,7,2,1,131.0,125.0,119.875,1.0,1.0,0.06171277949771409,1.0,0.0,0.0,0.0,96
2024-02-19,1,0,315,8,2,0,96.0,122.5,115.5,0.0,1.0,0.02837846402181247,0.0,0.0,0.0,0.14285714285714285,102
2024-02-26,1,0,315,9,2,0,102.0,107.75,114.0,1.0,1.0,0.06339841658956721,1.0,0.0,0.0,0.2857142857142857,122
2024-03-04,1,0,315,10,3,0,122.0,112.75,116.25,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.8571428571428571,96
2024-03-11,1,0,315,11,3,0,96.0,104.0,114.5,1.0,1.0,0.04576225377085056,0.0,0.0,0.0,0.2857142857142857,78
2024-03-18,1,0,315,12,3,0,78.0,99.5,111.0,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.14285714285714285,69
2024-03-25,1,0,315,13,3,0,69.0,91.25,99.5,1.0,0.0,0.12976989552569582,1.0,0.0,0.0,0.7142857142857143,81
2024-04-01,1,0,315,14,4,1,81.0,81.0,96.875,0.0,1.0,0.018029334553606415,0.0,0.0,0.0,0.8571428571428571,63
2024-04-08,1,0,315,15,4,0,63.0,72.75,88.375,1.0,0.0,0.04466297629142856,1.0,0.0,0.0,0.14285714285714285,68
2024-04-15,1,0,315,16,4,0,68.0,70.25,84.875,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,0.7142857142857143,67
2024-04-22,1,0,315,17,4,0,67.0,69.75,80.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,71
2024-04-29,1,0,315,18,4,1,71.0,67.25,74.125,1.0,1.0,0.07812547134041878,0.0,0.0,0.0,1.0,64
2024-05-06,1,0,315,19,5,0,64.0,67.5,70.125,1.0,1.0,0.046785486332997686,1.0,0.0,0.0,0.8571428571428571,60
2024-05-13,1,0,315,20,5,0,60.0,65.5,67.875,0.0,1.0,0.015554708957843657,1.0,0.0,0.0,0.2857142857142857,57
2024-05-20,1,0,315,21,5,0,57.0,63.0,66.375,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,1.0,63
2024-05-27,1,0,315,22,5,0,63.0,61.0,64.125,1.0,0.0,0.08571428571428573,1.0,0.0,0.0,0.7142857142857143,54
2024-06-03,1,0,315,23,6,0,54.0,58.5,63.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,49
2024-06-10,1,0,315,24,6,1,49.0,55.75,60.625,1.0,0.0,0.05714285714285715,0.0,0.0,0.0,1.0,46
2024-06-17,1,0,315,25,6,0,46.0,53.0,58.0,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,0.8571428571428571,40
2024-06-24,1,0,315,26,6,0,40.0,47.25,54.125,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,1.0,49
2024-07-01,1,0,315,27,7,0,49.0,46.0,52.25,1.0,0.0,0.05714285714285715,0.0,0.0,0.0,0.8571428571428571,45
2024-07-08,1,0,315,28,7,0,45.0,45.0,50.375,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,1.0,40
2024-07-15,1,0,315,29,7,0,40.0,43.5,48.25,1.0,0.0,0.08571428571428573,1.0,0.0,0.0,1.0,44
2024-07-22,1,0,315,30,7,0,44.0,44.5,45.875,0.0,0.0,0.0,1.0,0.0,0.0,0.5714285714285714,38
2024-07-29,1,0,315,31,7,0,38.0,41.75,43.875,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,40
2024-08-05,1,0,315,32,8,0,40.0,40.5,42.75,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.7142857142857143,37
2024-08-12,1,0,315,33,8,0,37.0,39.75,41.625,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,1.0,45
2024-08-19,1,0,315,34,8,0,45.0,40.0,42.25,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,1.0,42
2024-08-26,1,0,315,35,8,0,42.0,41.0,41.375,1.0,1.0,0.04157998299132735,1.0,0.0,0.0,0.8571428571428571,42
2024-09-02,1,0,315,36,9,0,42.0,41.5,41.0,1.0,0.0,0.05714285714285715,1.0,0.0,0.0,0.8571428571428571,48
2024-09-09,1,0,315,37,9,1,48.0,44.25,42.0,1.0,0.0,0.028571428571428574,0.0,0.0,0.0,0.8571428571428571,50
2024-09-16,1,0,315,38,9,1,50.0,45.5,42.75,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.8571428571428571,54
2024-09-23,1,0,315,39,9,0,54.0,48.5,44.75,1.0,0.0,0.028571428571428574,1.0,0.0,0.0,0.5714285714285714,54
2024-09-30,1,0,315,40,9,1,54.0,51.5,46.5,1.0,1.0,0.04265840475220688,0.0,0.0,0.0,0.0,65
2024-10-07,1,0,315,41,10,1,65.0,55.75,50.0,1.0,1.0,0.030183830368015658,1.0,0.0,0.0,0.0,61
2024-10-14,1,0,315,42,10,0,61.0,58.5,52.0,1.0,1.0,0.07212058136372414,1.0,0.0,0.0,0.42857142857142855,59
2024-10-21,1,0,315,43,10,0,59.0,59.75,54.125,1.0,0.0,0.08571428571428573,0.0,0.0,0.0,0.0,65
2024-10-28,1,0,315,44,10,0,65.0,62.5,57.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,75
